"Date","Time","Temp","SpCond","Sal","DO_pct","DO_mgl","Depth","pH","Turb","ChlFluor","fDOMQSU","fDOMRFU"
2025-04-11,"01:00","23.937","48.635","31.76","91.1","6.4","2.821","7.7","10.91","2.56","39.31","13.03"
2025-04-11,"01:15","23.891","48.466","31.64","90.1","6.34","2.733","7.68","8.81","2.43","40.23","13.34"
2025-04-11,"01:30","23.864","48.3","31.52","89.1","6.28","2.641","7.67","12.52","2.76","40.38","13.39"
2025-04-11,"01:45","23.835","48.246","31.48","88.8","6.26","2.554","7.67","10.82","2.49","41.29","13.69"
2025-04-11,"02:00","23.831","48.128","31.39","87.4","6.16","2.479","7.66","11.62","2.5","42.92","14.23"
2025-04-11,"02:15","23.78","48.042","31.33","85.2","6.02","2.416","7.64","9.46","2.36","43.07","14.29"
2025-04-11,"02:30","23.765","47.908","31.23","72.6","5.13","2.374","7.63","9.99","2.12","44.76","14.85"
2025-04-11,"02:45","23.76","47.795","31.15","65.1","4.61","2.361","7.61","7.32","1.6","46.05","15.28"
2025-04-11,"03:00","23.739","47.781","31.14","66.4","4.69","2.368","7.56","4.56","1.36","46.98","15.59"
2025-04-11,"03:15","23.736","47.849","31.19","56.6","4","2.399","7.5","4.24","1.05","47.86","15.88"
2025-04-11,"03:30","23.639","48.025","31.32","81.1","5.74","2.464","7.6","9.23","1.82","47.18","15.65"
2025-04-11,"03:45","23.633","48.256","31.49","83.6","5.91","2.537","7.63","9.03","1.94","45.16","14.98"
2025-04-11,"04:00","23.609","48.219","31.46","84.1","5.95","2.622","7.63","13.92","2.14","44.67","14.82"
2025-04-11,"04:15","23.608","48.305","31.52","85.2","6.03","2.704","7.64","17.71","2.34","42.62","14.14"
2025-04-11,"04:30","23.539","48.46","31.64","84.7","6","2.782","7.64","11.34","2.03","43.6","14.46"
2025-04-11,"04:45","23.572","48.613","31.75","85.6","6.05","2.855","7.66","11.63","2.09","42.24","14.01"
2025-04-11,"05:00","23.536","48.819","31.9","85.4","6.04","2.923","7.67","14.48","2.36","40.86","13.55"
2025-04-11,"05:15","23.511","48.941","31.99","85.3","6.03","2.996","7.67","10.96","2.12","40.7","13.5"
2025-04-11,"05:30","23.457","49.091","32.1","85.7","6.06","3.059","7.67","9.65","2.16","40.35","13.38"
2025-04-11,"05:45","23.444","49.221","32.2","84.8","6","3.123","7.67","10.63","2.13","39.47","13.08"
2025-04-11,"06:00","23.472","49.269","32.23","85.1","6.01","3.18","7.67","13.02","2.16","38.89","12.89"
2025-04-11,"06:15","23.47","49.351","32.29","85.4","6.03","3.235","7.68","12.17","2.27","38.78","12.86"
2025-04-11,"06:30","23.407","49.527","32.42","84.8","5.99","3.288","7.68","8.99","2.28","38.46","12.75"
2025-04-11,"06:45","23.39","49.652","32.51","84.4","5.96","3.345","7.68","7.9","2.01","37.61","12.47"
2025-04-11,"07:00","23.363","49.757","32.59","84.7","5.98","3.399","7.69","6.51","1.83","37.01","12.27"
2025-04-11,"07:15","23.357","49.812","32.63","85","6","3.454","7.7","6.11","1.64","36.38","12.06"
2025-04-11,"07:30","23.347","49.896","32.69","85","6","3.504","7.7","7.07","2.94","36.23","12.01"
2025-04-11,"07:45","23.306","50.028","32.79","85.2","6.02","3.547","7.71","8.14","1.87","32.29","10.7"
2025-04-11,"08:00","23.249","50.204","32.92","85","6","3.587","7.71","6.53","1.66","34.4","11.4"
2025-04-11,"08:15","23.227","50.296","32.99","84.8","5.99","3.615","7.71","5.81","1.6","33.6","11.13"
2025-04-11,"08:30","23.214","50.364","33.04","81.4","5.75","3.634","7.71","4.15","1.15","34.15","11.31"
2025-04-11,"08:45","23.2","50.379","33.05","81.5","5.76","3.644","7.71","6.26","1.36","32.87","10.89"
2025-04-11,"09:00","23.202","50.418","33.08","76.7","5.42","3.646","7.7","8.78","0.82","31.95","10.58"
2025-04-11,"09:15","23.222","50.445","33.1","63.8","4.51","3.635","7.62","2.16","0.34","33.86","11.22"
2025-04-11,"09:30","23.234","50.425","33.08","71.2","5.02","3.606","7.65","3.86","0.81","32.43","10.74"
2025-04-11,"09:45","23.273","50.376","33.05","83.7","5.91","3.557","7.71","5.53","1.41","32.95","10.91"
2025-04-11,"10:00","23.303","50.253","32.96","85.6","6.04","3.499","7.72","6.44","1.6","33.81","11.2"
2025-04-11,"10:15","23.38","49.944","32.73","87.2","6.15","3.43","7.72","7.24","1.71","35.15","11.65"
2025-04-11,"10:30","23.381","49.6","32.48","86","6.08","3.365","7.69","6.81","1.7","37.41","12.4"
2025-04-11,"10:45","23.421","49.451","32.37","86.1","6.08","3.299","7.69","7.98","1.94","37.95","12.58"
2025-04-11,"11:00","23.379","49.427","32.35","85.3","6.03","3.23","7.68","6.93","1.96","38.32","12.7"
2025-04-11,"11:15","23.398","49.323","32.27","84.7","5.99","3.158","7.67","11.16","2.42","38.57","12.79"
2025-04-11,"11:30","23.462","49.238","32.21","85.9","6.07","3.085","7.67","9.71","2.17","38.9","12.9"
2025-04-11,"11:45","23.517","49.145","32.14","86.4","6.1","3.005","7.67","9.8","2.11","39.52","13.1"
2025-04-11,"12:00","23.606","49.064","32.08","86.4","6.09","2.923","7.67","9.74","2.12","39.53","13.11"
2025-04-11,"12:15","23.677","48.938","31.99","86.6","6.1","2.842","7.66","10.61","1.95","40.33","13.37"
2025-04-11,"12:30","23.706","48.749","31.85","86.7","6.11","2.755","7.66","14.75","2.25","39.61","13.13"
2025-04-11,"12:45","23.743","48.581","31.72","85.8","6.05","2.664","7.65","11.33","2.19","41.87","13.89"
2025-04-11,"13:00","23.811","48.341","31.55","86.6","6.11","2.577","7.64","12.76","2.31","42.55","14.11"
2025-04-11,"13:15","23.857","48.074","31.35","85.1","6","2.482","7.63","11.29","2.16","44.1","14.63"
2025-04-11,"13:30","23.954","47.865","31.2","80.1","5.64","2.391","7.62","13.11","2.29","44.05","14.61"
2025-04-11,"13:45","24.041","47.927","31.24","84.4","5.93","2.31","7.62","12.29","2.42","44.72","14.84"
2025-04-11,"14:00","24.115","47.599","31","72.2","5.08","2.241","7.59","16.52","2.44","42.5","14.1"
2025-04-11,"14:15","24.216","47.61","31.01","80.9","5.68","2.196","7.6","9.21","1.84","45.76","15.18"
2025-04-11,"14:30","24.258","47.594","30.99","76.1","5.34","2.166","7.57","16.04","2.26","44.17","14.65"
2025-04-11,"14:45","24.34","47.852","31.18","72.6","5.08","2.177","7.54","6.08","1.31","45.86","15.21"
2025-04-11,"15:00","24.409","47.906","31.22","83.9","5.87","2.207","7.59","6.12","1.91","47.25","15.68"
2025-04-11,"15:15","24.46","47.994","31.28","89.9","6.28","2.269","7.62","6.26","1.95","47.2","15.66"
2025-04-11,"15:30","24.443","48.082","31.34","90.7","6.33","2.34","7.63","6.13","2.46","45.5","15.1"
2025-04-11,"15:45","24.419","48.147","31.39","91.7","6.4","2.409","7.63","8.29","2.76","45.37","15.05"
2025-04-11,"16:00","24.384","48.212","31.44","91.7","6.4","2.494","7.64","10.75","2.83","44.35","14.71"
2025-04-11,"16:15","24.42","48.418","31.59","92.4","6.45","2.569","7.65","10.05","3.04","43.32","14.37"
2025-04-11,"16:30","24.29","48.546","31.69","92.2","6.44","2.651","7.66","7.87","2.72","43.15","14.31"
2025-04-11,"16:45","24.236","48.631","31.75","91.8","6.41","2.73","7.66","8.97","2.46","42.4","14.06"
2025-04-11,"17:00","24.196","48.805","31.88","92.7","6.48","2.797","7.68","9.02","2.6","41.37","13.72"
2025-04-11,"17:15","24.158","48.984","32.01","92.9","6.49","2.86","7.68","8.78","2.63","40.26","13.35"
2025-04-11,"17:30","24.199","49.118","32.11","93.1","6.5","2.928","7.69","11.8","2.64","39.4","13.06"
2025-04-11,"17:45","24.2","49.206","32.17","93.5","6.52","2.99","7.69","10.96","2.89","38.93","12.91"
2025-04-11,"18:00","24.181","49.323","32.26","93.5","6.53","3.056","7.7","8.53","2.46","39.09","12.96"
2025-04-11,"18:15","24.172","49.469","32.36","93.4","6.51","3.124","7.7","6.7","2.41","37.83","12.54"
2025-04-11,"18:30","24.107","49.511","32.4","92.3","6.44","3.194","7.69","8.85","2.65","37.29","12.36"
2025-04-11,"18:45","24.073","49.586","32.45","91.8","6.41","3.254","7.7","11.44","3.15","36.15","11.98"
2025-04-11,"19:00","24.017","49.717","32.55","92.1","6.43","3.331","7.7","7.62","2.54","35.77","11.85"
2025-04-11,"19:15","23.971","49.81","32.62","92.6","6.47","3.393","7.71","6.33","2.28","35.89","11.89"
2025-04-11,"19:30","23.932","49.947","32.72","92.3","6.45","3.452","7.72","6.77","2.24","35.2","11.66"
2025-04-11,"19:45","23.904","50.158","32.88","92.9","6.49","3.516","7.73","6.3","2.17","34.16","11.32"
2025-04-11,"20:00","23.884","50.258","32.95","93","6.5","3.573","7.74","6.28","2.02","32.94","10.91"
2025-04-11,"20:15","23.874","50.356","33.02","92.2","6.44","3.604","7.74","6.85","2.12","32.74","10.84"
2025-04-11,"20:30","23.864","50.454","33.09","91","6.35","3.64","7.73","6.35","1.98","32.49","10.76"
2025-04-11,"20:45","23.865","50.572","33.18","90.5","6.31","3.673","7.73","5.61","1.71","31.69","10.49"
2025-04-11,"21:00","23.801","50.662","33.25","89","6.21","3.689","7.74","4.52","1.68","30.67","10.15"
2025-04-11,"21:15","23.718","50.682","33.26","86.9","6.07","3.695","7.73","3.46","1.2","31.57","10.45"
2025-04-11,"21:30","23.754","50.788","33.34","77.3","5.4","3.694","7.69","2.48","0.73","30.71","10.17"
2025-04-11,"21:45","23.764","50.737","33.3","67.1","4.69","3.672","7.65","2.48","0.69","28.41","9.4"
2025-04-11,"22:00","23.734","50.652","33.24","84.7","5.92","3.625","7.73","3.5","1.53","28.95","9.58"
2025-04-11,"22:15","23.717","50.474","33.11","89.7","6.28","3.568","7.74","6.21","2.15","32.31","10.7"
2025-04-11,"22:30","23.712","50.234","32.93","91.6","6.42","3.505","7.73","7.1","2.38","33.5","11.1"
2025-04-11,"22:45","23.779","49.948","32.72","91.9","6.44","3.437","7.72","6.65","2.31","35.15","11.65"
2025-04-11,"23:00","23.748","49.697","32.54","91.5","6.42","3.37","7.72","7.24","2.45","37.21","12.33"
2025-04-11,"23:15","23.757","49.571","32.45","91","6.39","3.306","7.71","6.49","2.2","38.02","12.6"
2025-04-11,"23:30","23.809","49.591","32.46","90.4","6.34","3.236","7.7","7.31","2.16","37.59","12.46"
2025-04-11,"23:45","23.808","49.432","32.34","90.3","6.34","3.171","7.7","8.91","2.54","38.28","12.69"
2025-04-12,"00:00","23.788","49.262","32.22","90.3","6.34","3.105","7.69","13.06","2.63","39.12","12.97"
2025-04-12,"00:15","23.831","49.207","32.18","90.7","6.37","3.03","7.69","12.18","2.7","38.99","12.93"
2025-04-12,"00:30","23.831","49.15","32.14","90.3","6.34","2.952","7.69","11.59","2.41","39.89","13.23"
2025-04-12,"00:45","23.781","49.042","32.06","89.5","6.3","2.868","7.68","10.13","2.51","40.81","13.53"
2025-04-12,"01:00","23.732","48.894","31.95","88.6","6.24","2.787","7.67","11.49","2.61","41.26","13.68"
2025-04-12,"01:15","23.676","48.715","31.82","87.9","6.2","2.693","7.66","12","2.44","41.75","13.85"
2025-04-12,"01:30","23.578","48.539","31.69","86.2","6.1","2.597","7.65","12.99","2.57","42.16","13.98"
2025-04-12,"01:45","23.472","48.38","31.58","85","6.03","2.503","7.63","16.24","2.76","43.28","14.35"
2025-04-12,"02:00","23.432","48.254","31.49","83.9","5.96","2.412","7.62","15.4","2.63","44.2","14.66"
2025-04-12,"02:15","23.394","48.164","31.42","82.6","5.87","2.336","7.61","13.8","2.44","44.82","14.87"
2025-04-12,"02:30","23.305","48.09","31.37","81.3","5.79","2.261","7.6","12.33","2.41","45.7","15.16"
2025-04-12,"02:45","23.268","47.977","31.29","80.9","5.76","2.211","7.59","9.88","2.2","46.5","15.43"
2025-04-12,"03:00","23.227","47.906","31.24","76.4","5.45","2.177","7.58","8.53","2.16","47.05","15.61"
2025-04-12,"03:15","23.161","47.88","31.22","73.7","5.26","2.186","7.55","5.73","1.46","47.47","15.75"
2025-04-12,"03:30","23.102","47.863","31.21","64","4.58","2.265","7.53","5.12","1.48","48.14","15.97"
2025-04-12,"03:45","23.066","48.051","31.35","81.2","5.81","2.347","7.6","8.84","2.13","47.9","15.9"
2025-04-12,"04:00","23.065","48.08","31.37","81.5","5.83","2.424","7.6","10.94","2.22","46.74","15.51"
2025-04-12,"04:15","23.078","48.238","31.48","82.2","5.87","2.501","7.61","13.92","2.09","45.7","15.16"
2025-04-12,"04:30","23.04","48.362","31.57","82.2","5.87","2.565","7.62","11.19","2.1","45.48","15.09"
2025-04-12,"04:45","23.08","48.468","31.65","83","5.92","2.631","7.63","9.84","2.19","44.75","14.85"
2025-04-12,"05:00","23.105","48.606","31.75","83.5","5.96","2.701","7.64","11.07","1.97","43.88","14.55"
2025-04-12,"05:15","22.973","48.746","31.86","83.4","5.96","2.782","7.65","10.36","2.18","43.27","14.35"
2025-04-12,"05:30","22.947","48.891","31.96","83.4","5.96","2.863","7.65","13.96","2.03","41.81","13.87"
2025-04-12,"05:45","22.939","49.02","32.06","84.1","6","2.946","7.66","11.6","2.09","41.28","13.69"
2025-04-12,"06:00","22.938","49.131","32.14","84.1","6","3.022","7.66","15.04","2.18","40.57","13.45"
2025-04-12,"06:15","22.973","49.216","32.2","84.3","6.01","3.091","7.66","14.14","2.33","40.07","13.29"
2025-04-12,"06:30","22.964","49.307","32.27","84","5.99","3.151","7.67","16.25","2.03","39.38","13.06"
2025-04-12,"06:45","22.917","49.44","32.37","83.9","5.98","3.205","7.67","14.5","2.15","38.62","12.8"
2025-04-12,"07:00","22.885","49.582","32.47","83.6","5.96","3.267","7.68","10.37","2.03","38.63","12.81"
2025-04-12,"07:15","22.885","49.658","32.53","83.9","5.98","3.326","7.68","10.43","2.07","38.04","12.61"
2025-04-12,"07:30","22.855","49.769","32.61","84.4","6.01","3.379","7.69","8.95","1.63","37.35","12.38"
2025-04-12,"07:45","22.837","49.906","32.71","83.9","5.97","3.434","7.7","8.99","2.33","36.64","12.14"
2025-04-12,"08:00","22.783","50.094","32.85","84.5","6.02","3.481","7.71","6.7","1.68","35.49","11.76"
2025-04-12,"08:15","22.75","50.153","32.89","84.1","5.99","3.53","7.71","7.63","1.47","35.5","11.76"
2025-04-12,"08:30","22.762","50.269","32.98","83.8","5.97","3.575","7.71","12.34","1.57","34.84","11.54"
2025-04-12,"08:45","22.761","50.304","33","83.4","5.94","3.611","7.71","7.78","1.47","33.02","10.94"
2025-04-12,"09:00","22.761","50.329","33.02","82.3","5.86","3.644","7.71","8.42","1.19","33.16","10.98"
2025-04-12,"09:15","22.731","50.357","33.04","82.3","5.86","3.671","7.71","7.95","1.2","32.85","10.88"
2025-04-12,"09:30","22.757","50.503","33.15","81.2","5.78","3.682","7.71","5.75","0.93","33.77","11.19"
2025-04-12,"09:45","22.734","50.583","33.21","78.2","5.56","3.681","7.69","4","0.69","32.66","10.82"
2025-04-12,"10:00","22.735","50.564","33.19","69.3","4.94","3.666","7.67","5.44","0.62","30.35","10.05"
2025-04-12,"10:15","22.756","50.557","33.19","74.7","5.31","3.633","7.69","3.83","0.94","30.76","10.18"
2025-04-12,"10:30","22.804","50.431","33.09","84.4","6","3.588","7.71","5.26","1.59","34.08","11.29"
2025-04-12,"10:45","22.847","50.284","32.99","85.7","6.09","3.531","7.72","9.56","1.71","32.9","10.9"
2025-04-12,"11:00","22.86","49.988","32.77","86.2","6.14","3.464","7.71","9.72","1.77","35.04","11.61"
2025-04-12,"11:15","22.81","49.671","32.54","86.8","6.2","3.399","7.7","7.14","1.87","38.08","12.62"
2025-04-12,"11:30","22.786","49.501","32.41","86.5","6.17","3.334","7.69","7.72","2.07","38.25","12.68"
2025-04-12,"11:45","22.778","49.516","32.42","85.3","6.09","3.265","7.68","7.2","1.92","38.83","12.87"
2025-04-12,"12:00","22.808","49.41","32.35","85.2","6.09","3.192","7.68","9.06","1.87","38.85","12.88"
2025-04-12,"12:15","22.884","49.246","32.22","86.1","6.14","3.124","7.67","10.38","2.09","39.38","13.06"
2025-04-12,"12:30","22.976","49.229","32.21","86.6","6.17","3.046","7.68","9.5","2.19","39.54","13.11"
2025-04-12,"12:45","23.056","49.169","32.16","86.6","6.16","2.97","7.67","13.36","2.25","39.23","13.01"
2025-04-12,"13:00","23.067","49.037","32.07","86.9","6.19","2.887","7.66","12.76","2.41","40.19","13.32"
2025-04-12,"13:15","23.03","48.9","31.97","85.9","6.12","2.797","7.65","12.65","2.14","41.05","13.61"
2025-04-12,"13:30","23.004","48.669","31.8","85.6","6.11","2.71","7.64","11.99","2.67","42.48","14.09"
2025-04-12,"13:45","23.008","48.446","31.64","84.5","6.04","2.623","7.63","13.35","2.25","43.06","14.28"
2025-04-12,"14:00","23.072","48.295","31.53","85.8","6.13","2.544","7.62","12.66","2.35","44.39","14.73"
2025-04-12,"14:15","23.148","48.198","31.45","85.1","6.07","2.469","7.62","12.22","2.36","44.43","14.74"
2025-04-12,"14:30","23.194","48.117","31.39","85.4","6.1","2.4","7.61","10.83","2.15","45.6","15.13"
2025-04-12,"14:45","23.23","48.051","31.34","85.3","6.08","2.346","7.61","10.02","2.23","46.59","15.46"
2025-04-12,"15:00","23.286","47.92","31.25","81.8","5.83","2.302","7.6","21.03","3.2","45.48","15.09"
2025-04-12,"15:15","23.326","47.925","31.25","77.1","5.49","2.274","7.57","10.3","1.99","45.12","14.97"
2025-04-12,"15:30","23.353","47.876","31.22","69.9","4.98","2.301","7.54","8.69","1.72","45.34","15.04"
2025-04-12,"15:45","23.368","47.906","31.24","82.9","5.9","2.349","7.61","8.75","1.77","45.42","15.07"
2025-04-12,"16:00","23.397","48.161","31.42","87.3","6.21","2.423","7.63","17.96","3.11","41.9","13.9"
2025-04-12,"16:15","23.378","48.255","31.49","90.5","6.43","2.509","7.63","8.95","2.44","45.58","15.12"
2025-04-12,"16:30","23.324","48.393","31.59","90.8","6.45","2.592","7.64","12.51","2.73","44.34","14.71"
2025-04-12,"16:45","23.256","48.439","31.63","89.9","6.4","2.684","7.64","11.64","2.94","43.61","14.47"
2025-04-12,"17:00","23.216","48.661","31.79","90.2","6.42","2.766","7.65","10.01","2.62","43.24","14.34"
2025-04-12,"17:15","23.266","48.88","31.95","90.5","6.43","2.841","7.66","12.85","2.85","41.09","13.62"
2025-04-12,"17:30","23.276","49.055","32.08","91","6.46","2.919","7.67","18.04","3.12","39.52","13.1"
2025-04-12,"17:45","23.324","49.239","32.21","91.8","6.5","2.994","7.68","15.88","2.84","38.06","12.62"
2025-04-12,"18:00","23.317","49.298","32.26","91.6","6.49","3.064","7.68","13.66","2.89","39.47","13.09"
2025-04-12,"18:15","23.245","49.336","32.28","91","6.45","3.138","7.69","11.43","2.75","39.25","13.01"
2025-04-12,"18:30","23.306","49.511","32.41","92.3","6.53","3.205","7.7","9.81","2.66","38.92","12.9"
2025-04-12,"18:45","23.272","49.601","32.48","92.1","6.52","3.271","7.7","11.13","2.6","38.16","12.65"
2025-04-12,"19:00","23.271","49.707","32.56","92.3","6.53","3.337","7.7","9.81","2.56","37.92","12.57"
2025-04-12,"19:15","23.276","49.837","32.65","92.3","6.53","3.403","7.71","9.2","2.65","37.04","12.28"
2025-04-12,"19:30","23.289","49.987","32.76","92.9","6.56","3.466","7.72","9.73","2.48","36.17","11.99"
2025-04-12,"19:45","23.296","50.164","32.89","93","6.57","3.525","7.73","8.91","2.46","35.31","11.7"
2025-04-12,"20:00","23.314","50.41","33.07","93.4","6.59","3.585","7.74","6.94","2.28","34.19","11.33"
2025-04-12,"20:15","23.276","50.489","33.13","92.4","6.52","3.637","7.74","7.39","2.23","33.67","11.15"
2025-04-12,"20:30","23.27","50.567","33.19","91.3","6.44","3.687","7.74","7.56","2.07","33.03","10.94"
2025-04-12,"20:45","23.293","50.738","33.31","91.7","6.46","3.727","7.74","7.36","2.15","32.13","10.64"
2025-04-12,"21:00","23.267","50.841","33.39","91.1","6.42","3.763","7.75","6.98","1.99","31.35","10.38"
2025-04-12,"21:15","23.24","50.991","33.5","90.4","6.37","3.795","7.75","7.25","2.03","30.32","10.04"
2025-04-12,"21:30","23.206","51.063","33.55","89.7","6.32","3.823","7.75","6.66","1.87","30.3","10.03"
2025-04-12,"21:45","23.176","51.27","33.71","89.6","6.31","3.844","7.76","5.2","1.87","29.24","9.68"
2025-04-12,"22:00","23.162","51.379","33.79","89","6.26","3.857","7.76","4.76","1.58","28.54","9.44"
2025-04-12,"22:15","23.144","51.469","33.85","86.8","6.11","3.856","7.75","3.87","1.37","28.17","9.32"
2025-04-12,"22:30","23.161","51.579","33.94","80.5","5.66","3.837","7.73","3.01","0.73","27.76","9.18"
2025-04-12,"22:45","23.166","51.55","33.91","70.3","4.94","3.806","7.68","3.23","0.84","25.46","8.42"
2025-04-12,"23:00","23.152","51.259","33.7","78.2","5.51","3.763","7.76","3.84","1.16","25.52","8.44"
2025-04-12,"23:15","23.079","51.232","33.68","89.1","6.28","3.712","7.76","5.49","1.97","29.23","9.67"
2025-04-12,"23:30","23.094","51.008","33.52","90.2","6.37","3.656","7.75","6.89","2.27","30.18","9.99"
2025-04-12,"23:45","23.125","50.708","33.29","90.4","6.39","3.599","7.74","6.51","2.14","32.11","10.63"
2025-04-13,"00:00","23.103","50.339","33.02","90.1","6.38","3.538","7.73","7.6","2.07","34.42","11.4"
2025-04-13,"00:15","23.045","50.058","32.82","90","6.38","3.47","7.71","6.39","2.05","36.47","12.09"
2025-04-13,"00:30","23.099","50.115","32.86","90","6.38","3.395","7.72","6.98","2.19","35.92","11.9"
2025-04-13,"00:45","23.084","49.943","32.73","89.7","6.36","3.323","7.71","8.82","2.19","36.57","12.12"
2025-04-13,"01:00","23.058","49.72","32.57","89.4","6.35","3.245","7.7","12.38","2.48","37.24","12.34"
2025-04-13,"01:15","23.03","49.542","32.44","89.4","6.36","3.166","7.69","15.26","2.69","37.8","12.53"
2025-04-13,"01:30","23.003","49.405","32.34","88.9","6.33","3.09","7.68","13.7","2.56","38.82","12.87"
2025-04-13,"01:45","23.008","49.335","32.29","88.4","6.29","3.012","7.68","12.05","2.42","39.33","13.04"
2025-04-13,"02:00","23","49.227","32.21","88","6.27","2.929","7.67","14.3","2.43","39.79","13.19"
2025-04-13,"02:15","22.979","49.077","32.1","87.5","6.24","2.842","7.66","14.27","2.26","40.63","13.47"
2025-04-13,"02:30","22.88","48.88","31.96","85.3","6.1","2.754","7.64","15.71","2.38","41.35","13.71"
2025-04-13,"02:45","22.812","48.704","31.83","84","6.02","2.664","7.63","17.8","2.56","41.43","13.74"
2025-04-13,"03:00","22.786","48.645","31.79","83.7","6","2.58","7.63","13.33","2.01","43.33","14.37"
2025-04-13,"03:15","22.733","48.525","31.7","82.5","5.93","2.497","7.61","13.16","2.18","43.79","14.52"
2025-04-13,"03:30","22.638","48.465","31.66","80.8","5.81","2.427","7.59","14.21","2.22","44.4","14.73"
2025-04-13,"03:45","22.54","48.374","31.59","78.8","5.68","2.375","7.59","9.96","2.25","44.92","14.9"
2025-04-13,"04:00","22.498","48.34","31.57","76.6","5.53","2.341","7.57","8.78","2.13","44.89","14.89"
2025-04-13,"04:15","22.435","48.28","31.52","74.7","5.39","2.342","7.55","6.5","1.77","47.07","15.62"
2025-04-13,"04:30","22.429","48.165","31.44","56.8","4.11","2.382","7.5","26.13","2.29","40.35","13.38"
2025-04-13,"04:45","22.32","48.411","31.62","77.2","5.58","2.451","7.56","9.1","1.76","46.92","15.57"
2025-04-13,"05:00","22.355","48.6","31.76","78.8","5.69","2.53","7.58","9.89","1.92","45.88","15.22"
2025-04-13,"05:15","22.387","48.648","31.79","80.4","5.8","2.623","7.59","13.45","2.05","44.44","14.74"
2025-04-13,"05:30","22.402","48.719","31.85","80.5","5.81","2.708","7.6","18.75","2.29","42.82","14.2"
2025-04-13,"05:45","22.384","48.91","31.98","81.4","5.87","2.788","7.61","11.07","2.13","43.55","14.45"
2025-04-13,"06:00","22.435","49.058","32.09","81.5","5.87","2.866","7.62","12.94","2.46","41.64","13.81"
2025-04-13,"06:15","22.307","49.246","32.23","81","5.84","2.935","7.62","15.48","1.95","40.79","13.53"
2025-04-13,"06:30","22.333","49.335","32.3","81.4","5.86","3.002","7.63","14.26","2.18","40.31","13.37"
2025-04-13,"06:45","22.267","49.472","32.4","81.1","5.84","3.069","7.64","14.85","2.37","34.9","11.56"
2025-04-13,"07:00","22.301","49.531","32.44","80.9","5.83","3.137","7.63","18.87","2.13","37.61","12.47"
2025-04-13,"07:15","22.334","49.625","32.51","81.4","5.86","3.199","7.64","12.57","1.8","38.9","12.9"
2025-04-13,"07:30","22.356","49.705","32.57","81.8","5.88","3.259","7.65","15.44","2.09","37.95","12.58"
2025-04-13,"07:45","22.323","49.833","32.66","81.7","5.87","3.317","7.65","16.84","1.95","36.92","12.24"
2025-04-13,"08:00","22.322","49.981","32.77","81.8","5.88","3.374","7.66","9.41","1.79","37.03","12.27"
2025-04-13,"08:15","22.344","50.09","32.85","81.9","5.88","3.434","7.66","10.35","1.71","36.8","12.2"
2025-04-13,"08:30","22.355","50.174","32.91","82.2","5.9","3.489","7.67","9.56","1.71","35.85","11.88"
2025-04-13,"08:45","22.374","50.274","32.99","82.6","5.93","3.54","7.68","10.44","1.58","35.75","11.85"
2025-04-13,"09:00","22.382","50.428","33.1","83.2","5.96","3.588","7.69","7.85","1.64","34.76","11.52"
2025-04-13,"09:15","22.384","50.548","33.19","83.2","5.96","3.628","7.7","5.74","1.67","34.19","11.33"
2025-04-13,"09:30","22.383","50.632","33.25","82.7","5.92","3.664","7.7","5.97","1.52","33.17","10.99"
2025-04-13,"09:45","22.428","50.75","33.34","82.2","5.87","3.695","7.7","5.87","1.27","32.96","10.92"
2025-04-13,"10:00","22.434","50.77","33.35","81.6","5.84","3.716","7.7","7","1.35","31.89","10.56"
2025-04-13,"10:15","22.441","50.81","33.38","79.8","5.7","3.728","7.7","4.37","1","32.47","10.75"
2025-04-13,"10:30","22.433","50.785","33.36","76.6","5.47","3.726","7.68","20.02","1.7","29.1","9.63"
2025-04-13,"10:45","22.439","50.847","33.41","61.5","4.4","3.704","7.62","3.27","0.45","30.45","10.08"
2025-04-13,"11:00","22.468","50.801","33.37","75.3","5.38","3.666","7.67","6.8","1.23","32.37","10.72"
2025-04-13,"11:15","22.48","50.687","33.29","80.9","5.78","3.613","7.69","12.65","1.8","30.3","10.03"
2025-04-13,"11:30","22.508","50.595","33.22","84.4","6.03","3.552","7.7","6.97","1.76","33.22","11"
2025-04-13,"11:45","22.504","50.223","32.95","85","6.08","3.487","7.68","6.82","1.72","36.26","12.02"
2025-04-13,"12:00","22.569","49.818","32.65","86.2","6.17","3.42","7.66","7.05","1.91","38.38","12.72"
2025-04-13,"12:15","22.512","49.753","32.6","85","6.09","3.352","7.65","7.67","2.08","38.89","12.89"
2025-04-13,"12:30","22.483","49.778","32.62","84.3","6.05","3.28","7.65","8.71","1.98","38.92","12.9"
2025-04-13,"12:45","22.542","49.616","32.5","84.9","6.08","3.204","7.64","12.89","2.35","37.84","12.54"
2025-04-13,"13:00","22.619","49.509","32.42","86","6.16","3.129","7.64","12.41","2.21","39.11","12.97"
2025-04-13,"13:15","22.714","49.48","32.4","86.4","6.18","3.059","7.64","10.65","2.48","39.28","13.02"
2025-04-13,"13:30","22.75","49.345","32.3","86.6","6.19","2.978","7.64","11.72","2.3","40.34","13.38"
2025-04-13,"13:45","22.755","49.186","32.18","85.6","6.13","2.895","7.62","12.18","2.3","41.43","13.74"
2025-04-13,"14:00","22.772","48.99","32.04","85.7","6.13","2.81","7.61","13.28","2.34","41.73","13.84"
