"Deploy Date","Deploy Time","Retrieve Date","Retrieve Time","Sonde Model Number (Nickname)","pH Model Number","rpDO Model Number","roxDO Model Number","Turb Model Number","Cond Model Number","Chloro Model Number","EXO Model Number","DATE","TIME","F_Record","FILENAME","SITENAME","USERID","FAULTCODE","SpCond","F_SpCond","Sal","F_Sal","Depth","F_Depth","DO_pct","F_DO_pct","DO_mgl","F_DO_mgl","FDOMQSU","FDOMRFU","pH","F_pH","pHmV","BATTERY","Temp","F_Temp","Turb","F_Turb","WIPERPOSITIONVOLT","CHLOROPHYLLRFU","ChlFluor","F_ChlFluor","Date","Time","fDOMQSU","fDOMRFU","ChlorophyllRFU","PHMV"
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.253","0","33.62","0","3.039","0","104","0","6.93","0","","","8.02","0","-84","5.85","26.402","0","10.14","0","1.226","","5.92","0",2025-10-03,"16:15","","","1.46",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.272","0","33.64","0","3.087","0","104","0","6.93","0","","","8.02","0","-84.1","5.87","26.407","0","10.32","0","1.232","","5.41","0",2025-10-03,"16:30","","","1.34",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.285","0","33.65","0","3.132","0","103.6","0","6.91","0","","","8.02","0","-84.1","5.86","26.406","0","8.96","0","1.224","","5.56","0",2025-10-03,"16:45","","","1.37",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.3","0","33.66","0","3.176","0","102.2","0","6.81","0","","","8.02","0","-83.9","5.86","26.411","0","9.48","0","1.215","","4.94","0",2025-10-03,"17:00","","","1.22",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.337","0","33.69","0","3.216","0","99.9","0","6.65","0","","","8.01","0","-83.4","5.87","26.419","0","10.13","0","1.219","","6.64","0",2025-10-03,"17:15","","","1.64",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.351","0","33.7","0","3.255","0","84.4","0","5.62","0","","","7.97","0","-80.7","5.86","26.426","0","7.46","0","1.231","","3.96","0",2025-10-03,"17:30","","","0.98",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.353","0","33.7","0","3.287","0","101.4","0","6.75","0","","","8.02","0","-83.8","5.86","26.424","0","9.02","0","1.228","","4.59","0",2025-10-03,"17:45","","","1.13",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.269","0","33.64","0","3.309","0","103.2","0","6.88","0","","","8.02","0","-84","5.86","26.389","0","7.94","0","1.231","","4.36","0",2025-10-03,"18:00","","","1.08",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.223","0","33.6","0","3.324","0","104.1","0","6.94","0","","","8.02","0","-84.1","5.86","26.378","0","9.3","0","1.227","","5.58","0",2025-10-03,"18:15","","","1.38",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.12","0","33.53","0","3.329","0","104","0","6.94","0","","","8.02","0","-83.6","5.87","26.373","0","10.75","0","1.224","","6.47","0",2025-10-03,"18:30","","","1.6",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.98","0","33.42","0","3.313","0","103.3","0","6.9","0","","","8","0","-82.5","5.86","26.374","0","8.84","0","1.221","","6.66","0",2025-10-03,"18:45","","","1.65",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.831","0","33.31","0","3.284","0","101.5","0","6.78","0","","","7.98","0","-81.6","5.86","26.35","0","8.78","0","1.218","","6.49","0",2025-10-03,"19:00","","","1.6",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.659","0","33.19","0","3.25","0","100.2","0","6.7","0","","","7.97","0","-80.5","5.86","26.306","0","9.54","0","1.221","","7.48","0",2025-10-03,"19:15","","","1.85",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.394","0","33","0","3.21","0","98.5","0","6.61","0","","","7.95","0","-79.3","5.86","26.217","0","9.75","0","1.225","","6.5","0",2025-10-03,"19:30","","","1.61",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.997","0","32.71","0","3.17","0","97.8","0","6.58","0","","","7.93","0","-78.3","5.87","26.16","0","8.87","0","1.232","","6.36","0",2025-10-03,"19:45","","","1.57",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.608","0","32.42","0","3.127","0","97.3","0","6.56","0","","","7.92","0","-77.7","5.86","26.13","0","8.9","0","1.225","","6.73","0",2025-10-03,"20:00","","","1.66",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.264","0","32.17","0","3.086","0","96.7","0","6.53","0","","","7.91","0","-76.9","5.86","26.108","0","8.51","0","1.221","","6.51","0",2025-10-03,"20:15","","","1.61",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.043","0","32.01","0","3.043","0","96.4","0","6.52","0","","","7.9","0","-76.6","5.86","26.089","0","8.34","0","1.224","","6.51","0",2025-10-03,"20:30","","","1.61",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.934","0","31.93","0","2.999","0","96.3","0","6.52","0","","","7.9","0","-76.5","5.86","26.06","0","8.21","0","1.221","","6.73","0",2025-10-03,"20:45","","","1.66",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.684","0","31.75","0","2.958","0","96.3","0","6.53","0","","","7.9","0","-76.3","5.86","26.047","0","7.85","0","1.232","","7.01","0",2025-10-03,"21:00","","","1.73",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.855","0","31.87","0","2.913","0","95.7","0","6.48","0","","","7.9","0","-76.3","5.85","26.059","0","8.35","0","1.232","","6.81","0",2025-10-03,"21:15","","","1.68",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.063","0","32.03","0","2.866","0","94.9","0","6.42","0","","","7.9","0","-76.6","5.86","26.023","0","8.75","0","1.227","","7.74","0",2025-10-03,"21:30","","","1.91",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.764","0","31.81","0","2.824","0","94.9","0","6.43","0","","","7.9","0","-76.1","5.85","26.029","0","7.32","0","1.226","","6.58","0",2025-10-03,"21:45","","","1.63",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.892","0","31.9","0","2.789","0","93.2","0","6.31","0","","","7.89","0","-75.9","5.85","26.025","0","7.68","0","1.22","","6.74","0",2025-10-03,"22:00","","","1.67",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.854","0","31.87","0","2.75","0","89.7","0","6.08","0","","","7.88","0","-75.2","5.86","26.024","0","5.17","0","1.22","","5.15","0",2025-10-03,"22:15","","","1.27",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.967","0","31.96","0","2.705","0","87.1","0","5.9","0","","","7.88","0","-75","5.85","26.009","0","5.91","0","1.22","","5.05","0",2025-10-03,"22:30","","","1.25",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.721","0","31.78","0","2.662","0","92.4","0","6.27","0","","","7.89","0","-76","5.86","25.914","0","5.95","0","1.219","","5.58","0",2025-10-03,"22:45","","","1.38",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.611","0","31.7","0","2.617","0","92.8","0","6.31","0","","","7.89","0","-75.6","5.85","25.882","0","5.39","0","1.215","","6.01","0",2025-10-03,"23:00","","","1.49",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.761","0","31.81","0","2.577","0","93.9","0","6.38","0","","","7.89","0","-76.1","5.85","25.926","0","5.47","0","1.221","","6.96","0",2025-10-03,"23:15","","","1.72",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.914","0","31.92","0","2.533","0","93.7","0","6.36","0","","","7.9","0","-76.2","5.86","25.959","0","6.32","0","1.227","","6.47","0",2025-10-03,"23:30","","","1.6",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.989","0","31.97","0","2.495","0","93.9","0","6.37","0","","","7.89","0","-76.1","5.85","25.918","0","6.26","0","1.23","","6.26","0",2025-10-03,"23:45","","","1.55",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","48.909","0","31.92","0","2.462","0","88.7","0","6.04","0","","","7.83","0","-72.1","5.86","25.743","0","7.11","0","1.222","","6","0",2025-10-04,"0:00","","","1.48",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.083","0","32.05","0","2.434","0","88.7","0","6.03","0","","","7.84","0","-72.8","5.85","25.746","0","6.45","0","1.22","","5.72","0",2025-10-04,"0:15","","","1.41",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.243","0","32.17","0","2.409","0","86.7","0","5.9","0","","","7.84","0","-72.6","5.86","25.644","0","6.49","0","1.22","","5.29","0",2025-10-04,"0:30","","","1.31",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.443","0","32.31","0","2.393","0","90.1","0","6.12","0","","","7.88","0","-75.1","5.86","25.701","0","6.12","0","1.215","","5.27","0",2025-10-04,"0:45","","","1.3",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.553","0","32.39","0","2.385","0","90.1","0","6.12","0","","","7.88","0","-75.2","5.85","25.713","0","6.95","0","1.221","","5.39","0",2025-10-04,"1:00","","","1.33",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.889","0","32.64","0","2.381","0","88.8","0","6.02","0","","","7.88","0","-75","5.86","25.765","0","7.94","0","1.223","","5.12","0",2025-10-04,"1:15","","","1.27",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.685","0","33.23","0","2.399","0","87.3","0","5.91","0","","","7.9","0","-76.1","5.85","25.642","0","8.83","0","1.222","","4.83","0",2025-10-04,"1:30","","","1.19",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.787","0","33.3","0","2.423","0","88.9","0","6.01","0","","","7.91","0","-77","5.85","25.679","0","8.46","0","1.229","","4.88","0",2025-10-04,"1:45","","","1.21",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.879","0","33.36","0","2.453","0","94.2","0","6.35","0","","","7.96","0","-79.9","5.85","25.82","0","8.96","0","1.224","","5.24","0",2025-10-04,"2:00","","","1.3",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.869","0","33.35","0","2.486","0","94.5","0","6.36","0","","","7.96","0","-80.1","5.85","25.875","0","10.19","0","1.222","","5.28","0",2025-10-04,"2:15","","","1.31",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.014","0","33.46","0","2.527","0","94.8","0","6.38","0","","","7.97","0","-80.8","5.85","25.875","0","10.37","0","1.216","","5.1","0",2025-10-04,"2:30","","","1.26",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.969","0","33.43","0","2.575","0","94.3","0","6.35","0","","","7.96","0","-80.4","5.85","25.859","0","10.42","0","1.219","","5.17","0",2025-10-04,"2:45","","","1.28",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.972","0","33.43","0","2.634","0","94","0","6.33","0","","","7.97","0","-80.4","5.85","25.849","0","9.72","0","1.22","","5.19","0",2025-10-04,"3:00","","","1.28",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.045","0","33.49","0","2.692","0","94.2","0","6.35","0","","","7.97","0","-80.7","5.85","25.846","0","9.59","0","1.218","","5.3","0",2025-10-04,"3:15","","","1.31",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.053","0","33.49","0","2.746","0","94","0","6.34","0","","","7.97","0","-80.5","5.85","25.789","0","9.47","0","1.218","","5.12","0",2025-10-04,"3:30","","","1.27",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.101","0","33.53","0","2.806","0","94.8","0","6.39","0","","","7.98","0","-80.9","5.85","25.752","0","9","0","1.226","","4.87","0",2025-10-04,"3:45","","","1.2",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.098","0","33.53","0","2.85","0","95.7","0","6.45","0","","","7.98","0","-81.3","5.85","25.764","0","8.52","0","1.232","","5.1","0",2025-10-04,"4:00","","","1.26",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.059","0","33.5","0","2.898","0","97.6","0","6.58","0","","","7.99","0","-81.9","5.85","25.799","0","8.81","0","1.227","","5.25","0",2025-10-04,"4:15","","","1.3",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.04","0","33.48","0","2.945","0","98.6","0","6.64","0","","","8","0","-82.2","5.85","25.838","0","7.81","0","1.221","","5.55","0",2025-10-04,"4:30","","","1.37",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.039","0","33.48","0","2.989","0","99.8","0","6.72","0","","","8.01","0","-83.1","5.85","25.909","0","8.75","0","1.222","","5.47","0",2025-10-04,"4:45","","","1.35",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.056","0","33.49","0","3.029","0","100.4","0","6.75","0","","","8.02","0","-83.6","5.85","25.957","0","8.04","0","1.219","","5.37","0",2025-10-04,"5:00","","","1.33",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.061","0","33.49","0","3.064","0","99.2","0","6.67","0","","","8.01","0","-83.2","5.84","25.95","0","6.6","0","1.223","","5.27","0",2025-10-04,"5:15","","","1.3",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.082","0","33.51","0","3.104","0","96.5","0","6.48","0","","","8.01","0","-83","5.85","25.974","0","6.4","0","1.225","","4.7","0",2025-10-04,"5:30","","","1.16",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.088","0","33.51","0","3.14","0","80.7","0","5.42","0","","","7.95","0","-79.6","5.85","25.977","0","7.48","0","1.231","","3.27","0",2025-10-04,"5:45","","","0.81",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.073","0","33.5","0","3.167","0","97.5","0","6.55","0","","","8.02","0","-83.5","5.84","25.951","0","8.83","0","1.233","","5.1","0",2025-10-04,"6:00","","","1.26",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.045","0","33.49","0","3.195","0","96.6","0","6.5","0","","","8","0","-82.3","5.85","25.84","0","7.38","0","1.226","","4.5","0",2025-10-04,"6:15","","","1.11",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.045","0","33.49","0","3.205","0","96.6","0","6.5","0","","","8","0","-82.3","5.85","25.824","0","8.51","0","1.218","","4.7","0",2025-10-04,"6:30","","","1.16",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.04","0","33.48","0","3.211","0","96.7","0","6.52","0","","","7.99","0","-81.6","5.85","25.759","0","7.16","0","1.223","","4.35","0",2025-10-04,"6:45","","","1.08",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","51.037","0","33.48","0","3.208","0","96.5","0","6.51","0","","","7.98","0","-81.3","5.85","25.725","0","8.44","0","1.228","","4.05","0",2025-10-04,"7:00","","","1",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.997","0","33.45","0","3.188","0","94.5","0","6.38","0","","","7.97","0","-80.6","5.84","25.705","0","8.51","0","1.229","","3.95","0",2025-10-04,"7:15","","","0.98",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.877","0","33.37","0","3.163","0","93.4","0","6.31","0","","","7.96","0","-80.1","5.85","25.677","0","8.01","0","1.225","","3.9","0",2025-10-04,"7:30","","","0.96",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.763","0","33.28","0","3.138","0","92.5","0","6.26","0","","","7.95","0","-79.5","5.85","25.68","0","8.54","0","1.226","","3.58","0",2025-10-04,"7:45","","","0.88",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.556","0","33.13","0","3.097","0","91","0","6.16","0","","","7.93","0","-78.2","5.85","25.624","0","8.73","0","1.227","","3.87","0",2025-10-04,"8:00","","","0.96",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.137","0","32.83","0","3.052","0","90.1","0","6.12","0","","","7.91","0","-76.9","5.85","25.542","0","8.26","0","1.225","","3.83","0",2025-10-04,"8:15","","","0.95",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.819","0","32.59","0","3.01","0","89.5","0","6.09","0","","","7.9","0","-76.1","5.84","25.549","0","7.78","0","1.223","","3.71","0",2025-10-04,"8:30","","","0.92",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.642","0","32.46","0","2.968","0","89.2","0","6.08","0","","","7.89","0","-75.5","5.85","25.536","0","7.45","0","1.215","","4","0",2025-10-04,"8:45","","","0.99",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.502","0","32.36","0","2.926","0","88.9","0","6.05","0","","","7.88","0","-75.4","5.84","25.529","0","7.53","0","1.215","","3.97","0",2025-10-04,"9:00","","","0.98",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.355","0","32.25","0","2.883","0","89.2","0","6.08","0","","","7.88","0","-75.1","5.85","25.523","0","7.51","0","1.229","","3.97","0",2025-10-04,"9:15","","","0.98",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.283","0","32.2","0","2.835","0","89.3","0","6.09","0","","","7.88","0","-75.2","5.85","25.527","0","6.99","0","1.23","","4.04","0",2025-10-04,"9:30","","","1",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.26","0","32.18","0","2.794","0","88.7","0","6.05","0","","","7.88","0","-75","5.84","25.515","0","7.13","0","1.233","","4.13","0",2025-10-04,"9:45","","","1.02",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.554","0","32.4","0","2.754","0","88.2","0","6.01","0","","","7.88","0","-75.3","5.84","25.458","0","7.01","0","1.226","","3.67","0",2025-10-04,"10:00","","","0.91",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.631","0","32.46","0","2.714","0","79.8","0","5.44","0","","","7.85","0","-73.6","5.84","25.436","0","6.89","0","1.229","","3.16","0",2025-10-04,"10:15","","","0.78",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.576","0","32.42","0","2.673","0","82.9","0","5.65","0","","","7.87","0","-74.3","5.85","25.441","0","6.31","0","1.222","","3.9","0",2025-10-04,"10:30","","","0.96",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.41","0","32.29","0","2.633","0","87.5","0","5.97","0","","","7.87","0","-74.7","5.85","25.466","0","5.83","0","1.216","","3.84","0",2025-10-04,"10:45","","","0.95",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.335","0","32.24","0","2.591","0","88.7","0","6.04","0","","","7.87","0","-74.6","5.83","25.582","0","5.46","0","1.22","","4.08","0",2025-10-04,"11:00","","","1.01",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.437","0","32.31","0","2.548","0","89.8","0","6.12","0","","","7.88","0","-75.1","5.84","25.571","0","5.98","0","1.223","","4.37","0",2025-10-04,"11:15","","","1.08",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.523","0","32.38","0","2.506","0","89.4","0","6.1","0","","","7.88","0","-75.1","5.83","25.466","0","6.23","0","1.217","","4.04","0",2025-10-04,"11:30","","","1",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.604","0","32.43","0","2.466","0","92.9","0","6.31","0","","","7.89","0","-75.7","5.84","25.73","0","6.08","0","1.221","","4.52","0",2025-10-04,"11:45","","","1.12",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.566","0","32.41","0","2.428","0","87.9","0","5.99","0","","","7.81","0","-71","5.84","25.542","0","7.69","0","1.229","","4.52","0",2025-10-04,"12:00","","","1.12",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.601","0","32.43","0","2.393","0","88.8","0","6.04","0","","","7.82","0","-71.7","5.83","25.583","0","7.5","0","1.233","","4.43","0",2025-10-04,"12:15","","","1.1",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.715","0","32.51","0","2.363","0","90","0","6.1","0","","","7.83","0","-71.9","5.84","25.791","0","6.74","0","1.231","","4.61","0",2025-10-04,"12:30","","","1.14",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","49.989","0","32.71","0","2.338","0","93.8","0","6.34","0","","","7.88","0","-75.2","5.83","25.895","0","6.8","0","1.227","","4.71","0",2025-10-04,"12:45","","","1.16",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.167","0","32.84","0","2.324","0","95.1","0","6.41","0","","","7.89","0","-75.9","5.84","26.006","0","7.49","0","1.217","","4.64","0",2025-10-04,"13:00","","","1.15",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.375","0","32.99","0","2.319","0","93","0","6.27","0","","","7.88","0","-75.5","5.84","25.892","0","7.66","0","1.219","","4.24","0",2025-10-04,"13:15","","","1.05",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.567","0","33.13","0","2.322","0","95.5","0","6.43","0","","","7.91","0","-77.2","5.83","26.043","0","11.13","0","1.229","","5.12","0",2025-10-04,"13:30","","","1.27",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.596","0","33.14","0","2.345","0","100.7","0","6.73","0","","","7.93","0","-78.1","5.84","26.398","0","9.24","0","1.222","","5.83","0",2025-10-04,"13:45","","","1.44",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.536","0","33.1","0","2.364","0","101.2","0","6.77","0","","","7.94","0","-78.9","5.83","26.339","0","8.61","0","1.218","","5.99","0",2025-10-04,"14:00","","","1.48",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.571","0","33.12","0","2.401","0","102.5","0","6.86","0","","","7.96","0","-80.4","5.84","26.336","0","9.91","0","1.216","","6.65","0",2025-10-04,"14:15","","","1.64",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.445","0","33.03","0","2.437","0","102","0","6.83","0","","","7.96","0","-80.2","5.84","26.352","0","10.25","0","1.219","","6.17","0",2025-10-04,"14:30","","","1.52",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.716","0","33.23","0","2.478","0","103.1","0","6.88","0","","","7.98","0","-81.5","5.83","26.41","0","9.95","0","1.231","","6.19","0",2025-10-04,"14:45","","","1.53",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.651","0","33.18","0","2.537","0","102.8","0","6.87","0","","","7.98","0","-81.2","5.84","26.376","0","9.89","0","1.224","","6.37","0",2025-10-04,"15:00","","","1.57",""
"","","","","","","","","","","","","","","","gtmfmwq_24G103006_092525_091500.bin","Fort Matanzas","GTMNERR","0","50.696","0","33.22","0","2.598","0","103.1","0","6.89","0","","","7.98","0","-81.1","5.83","26.37","0","8.54","0","1.226","","7.05","0",2025-10-04,"15:15","","","1.74",""
