DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,SpCond,F_SpCond,Sal,F_Sal,Level,F_Level,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,FDOMQSU,FDOMRFU,pH,F_pH,mVpH,BATTERY,Turb,F_Turb,Temp,F_Temp,WIPERPOSITIONVOLT,CHLOROPHYLLRFU,ChlFluor,F_ChlFluor
7/12/2025,15:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.292,0,16.64,0,-0.033,0,50.4,0,3.44,0,74.81,25.02,7.45,0,-40.2,6.01,9.85,0,30.609,0,1.185,3.11,12.81,0
7/12/2025,15:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,26.234,0,15.93,0,-0.049,0,57.4,0,3.94,0,76.36,25.54,7.47,0,-41.3,6.01,11.35,0,30.588,0,1.186,3.65,15,0
7/12/2025,15:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,26.103,0,15.84,0,-0.076,0,56.6,0,3.88,0,76.34,25.53,7.47,0,-41,6.01,13.32,0,30.593,0,1.198,3.77,15.53,0
7/12/2025,16:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,25.201,0,15.24,0,-0.106,0,58.2,0,4,0,76.96,25.74,7.48,0,-41.5,6.01,43.08,0,30.614,0,1.194,3.9,16.07,0
7/12/2025,16:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,24.921,0,15.05,0,-0.108,0,45.4,0,3.12,0,78.8,26.35,7.37,0,-35.3,6.01,9.91,0,30.746,0,1.192,2.58,10.64,0
7/12/2025,16:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.528,0,12.17,0,-0.127,0,45.6,0,3.17,0,84.75,28.33,7.37,0,-35.2,6.01,8.6,0,30.926,0,1.185,2.55,10.48,0
7/12/2025,16:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.534,0,11.53,0,-0.142,0,55.8,0,3.88,0,87.08,29.11,7.39,0,-36.2,6.01,8.35,0,31.133,0,1.191,2.85,11.71,0
7/12/2025,17:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.061,0,11.87,0,-0.159,0,53.4,0,3.72,0,85.93,28.73,7.36,0,-34.3,6.01,8.98,0,31.015,0,1.191,2.89,11.88,0
7/12/2025,17:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.714,0,11.65,0,-0.171,0,53.8,0,3.75,0,87.41,29.22,7.37,0,-35,6.01,8.63,0,31.041,0,1.185,3.25,13.36,0
7/12/2025,17:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.691,0,12.93,0,-0.181,0,43.5,0,3.02,0,84.46,28.24,7.32,0,-31.8,6.01,8.66,0,30.821,0,1.19,3.14,12.91,0
7/12/2025,17:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.459,0,13.43,0,-0.192,0,40,0,2.77,0,81.78,27.34,7.3,0,-31.1,6.01,8.88,0,30.77,0,1.194,2.76,11.36,0
7/12/2025,18:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.423,0,13.41,0,-0.202,0,41.3,0,2.87,0,83.22,27.82,7.33,0,-32.5,6.01,9.03,0,30.713,0,1.196,2.88,11.87,0
7/12/2025,18:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.619,0,12.88,0,-0.21,0,44.5,0,3.1,0,84.35,28.2,7.33,0,-32.7,6.02,7.63,0,30.726,0,1.188,3.19,13.11,0
7/12/2025,18:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.616,0,11.59,0,-0.22,0,44.9,0,3.14,0,87.46,29.23,7.32,0,-31.9,6.02,7.73,0,30.839,0,1.198,3.12,12.83,0
7/12/2025,18:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.83,0,11.08,0,-0.23,0,46.1,0,3.23,0,88.26,29.5,7.32,0,-32,6.01,7.89,0,30.923,0,1.202,3.4,13.99,0
7/12/2025,19:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.558,0,10.27,0,-0.238,0,46.7,0,3.28,0,90,30.08,7.32,0,-32.1,6.01,7.59,0,31.03,0,1.196,3.36,13.84,0
7/12/2025,19:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.119,0,9.99,0,-0.245,0,47.2,0,3.32,0,90.53,30.26,7.31,0,-31.3,6.01,7.4,0,31.071,0,1.188,2.91,11.97,0
7/12/2025,19:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,14.622,0,8.41,0,-0.238,0,50,0,3.54,0,92.2,30.81,7.31,0,-31.7,6.02,9.81,0,31.202,0,1.192,3.36,13.82,0
7/12/2025,19:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,14.159,0,8.12,0,-0.227,0,56,0,3.97,0,94.43,31.56,7.32,0,-32.2,6.01,8.28,0,31.234,0,1.193,3.58,14.72,0
7/12/2025,20:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.17,0,7.51,0,-0.212,0,60.9,0,4.32,0,96.22,32.15,7.34,0,-33.3,6.01,10,0,31.295,0,1.193,4.53,18.63,0
7/12/2025,20:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,10.65,0,5.97,0,-0.198,0,76.3,0,5.48,0,96.37,32.21,7.45,0,-40.1,6.02,13.94,0,31.047,0,1.19,3.93,16.16,0
7/12/2025,20:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,10.339,0,5.78,0,-0.175,0,77.3,0,5.54,0,97.57,32.6,7.43,0,-38.5,6.01,12.01,0,31.262,0,1.193,4.9,20.14,0
7/12/2025,20:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,11.336,0,6.39,0,-0.149,0,80.7,0,5.79,0,96.83,32.36,7.49,0,-42.2,6.02,13.29,0,31.069,0,1.187,4.47,18.4,0
7/12/2025,21:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,12.094,0,6.85,0,-0.125,0,84.4,0,6.04,0,96.72,32.32,7.53,0,-45,6.01,10.68,0,31.005,0,1.19,3.95,16.23,0
7/12/2025,21:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.576,0,7.76,0,-0.098,0,86.3,0,6.13,0,94.1,31.45,7.57,0,-47.2,6.02,10.67,0,31.146,0,1.191,4.53,18.63,0
7/12/2025,21:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,14.856,0,8.56,0,-0.069,0,83.7,0,5.92,0,93.04,31.09,7.54,0,-45.7,6.01,11.11,0,31.192,0,1.186,3.78,15.55,0
7/12/2025,21:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.828,0,9.17,0,-0.034,0,85.1,0,6,0,91.97,30.74,7.6,0,-48.9,6.01,11.63,0,31.104,0,1.184,3.64,14.99,0
7/12/2025,22:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.966,0,9.89,0,0.008,0,85,0,6,0,90.77,30.34,7.64,0,-51.3,6.01,10.9,0,30.886,0,1.203,3.26,13.43,0
7/12/2025,22:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.193,0,11.31,0,0.048,0,83.8,0,5.87,0,87.09,29.11,7.63,0,-50.7,6.02,11.75,0,30.858,0,1.19,3.21,13.21,0
7/12/2025,22:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.926,0,13.08,0,0.093,0,79.2,0,5.48,0,82.55,27.6,7.63,0,-50.9,6.02,13.26,0,31.016,0,1.189,3.03,12.46,0
7/12/2025,22:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,24.607,0,14.84,0,0.138,0,75.4,0,5.17,0,77.21,25.82,7.63,0,-50.9,6.02,15.91,0,31.035,0,1.2,3.03,12.45,0
7/12/2025,23:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,24.794,0,14.97,0,0.185,0,77.8,0,5.36,0,77.24,25.83,7.67,0,-53.3,6.02,13.49,0,30.713,0,1.195,3.16,13.03,0
7/12/2025,23:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,25.452,0,15.4,0,0.225,0,73.8,0,5.06,0,74.31,24.85,7.65,0,-52.1,6.01,16.59,0,30.791,0,1.188,3.04,12.52,0
7/12/2025,23:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,26.787,0,16.3,0,0.264,0,77.6,0,5.33,0,70.6,23.62,7.72,0,-56.2,6.01,23.55,0,30.418,0,1.201,3.01,12.4,0
7/12/2025,23:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.743,0,16.94,0,0.298,0,77.5,0,5.31,0,70.97,23.74,7.72,0,-56.5,6.02,16.1,0,30.323,0,1.191,2.63,10.84,0
7/13/2025,0:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.484,0,18.12,0,0.32,0,73,0,4.97,0,62.78,21.01,7.7,0,-55,6.01,28.15,0,30.329,0,1.192,2.66,10.96,0
7/13/2025,0:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,30.484,0,18.8,0,0.334,0,71.8,0,4.88,0,63.69,21.31,7.73,0,-56.8,6.02,21.17,0,30.234,0,1.193,2.31,9.53,0
7/13/2025,0:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,31.812,0,19.7,0,0.343,0,67.9,0,4.59,0,61.15,20.47,7.7,0,-54.9,6.01,18.74,0,30.159,0,1.183,2.21,9.08,0
7/13/2025,0:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,32.699,0,20.31,0,0.352,0,69.7,0,4.7,0,61.82,20.69,7.72,0,-56.4,6.01,12.65,0,30.096,0,1.184,2,8.22,0
7/13/2025,1:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,34.02,0,21.22,0,0.35,0,66.3,0,4.46,0,57.52,19.26,7.73,0,-56.6,6.02,16.73,0,30.079,0,1.195,1.86,7.65,0
7/13/2025,1:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,33.227,0,20.68,0,0.345,0,63.2,0,4.26,0,61.86,20.7,7.72,0,-56,6.02,10.48,0,30.035,0,1.183,1.8,7.4,0
7/13/2025,1:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,34.598,0,21.62,0,0.329,0,56.1,0,3.76,0,57.37,19.21,7.64,0,-51.2,6.02,10.96,0,30.037,0,1.193,1.52,6.28,0
7/13/2025,1:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,34.141,0,21.31,0,0.305,0,59.3,0,3.98,0,58.2,19.49,7.66,0,-52.5,6.02,10.46,0,30.019,0,1.19,1.67,6.86,0
7/13/2025,2:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,32.341,0,20.07,0,0.28,0,63.5,0,4.3,0,63.14,21.13,7.68,0,-53.9,6.02,10.35,0,30.069,0,1.185,1.88,7.76,0
7/13/2025,2:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,32.029,0,19.85,0,0.256,0,66.1,0,4.47,0,63.3,21.18,7.72,0,-56.4,6.02,13.06,0,30.122,0,1.185,2.1,8.66,0
7/13/2025,2:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.445,0,16.75,0,0.235,0,66.7,0,4.59,0,73.55,24.6,7.65,0,-52.1,6.02,12.52,0,30.093,0,1.192,2.09,8.61,0
7/13/2025,2:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,26.514,0,16.12,0,0.209,0,65.7,0,4.53,0,75.48,25.24,7.63,0,-50.7,6.02,11.83,0,30.147,0,1.183,2.16,8.88,0
7/13/2025,3:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,25.593,0,15.51,0,0.182,0,63.3,0,4.39,0,76.95,25.73,7.6,0,-48.7,6.02,11.98,0,30.105,0,1.188,2.26,9.31,0
7/13/2025,3:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,23.794,0,14.32,0,0.157,0,62.2,0,4.34,0,81.13,27.12,7.56,0,-46.7,6.02,10.83,0,30.091,0,1.184,2.27,9.34,0
7/13/2025,3:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,23.97,0,14.44,0,0.129,0,62.8,0,4.38,0,81.84,27.36,7.56,0,-46.3,6.02,11.25,0,30.14,0,1.195,2.52,10.37,0
7/13/2025,3:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,23.208,0,13.93,0,0.103,0,61.4,0,4.29,0,82.79,27.68,7.54,0,-45.4,6.02,11.51,0,30.152,0,1.186,2.51,10.33,0
7/13/2025,4:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.637,0,13.56,0,0.079,0,57.9,0,4.05,0,84.3,28.18,7.5,0,-43.1,6.02,9.61,0,30.131,0,1.189,2.37,9.75,0
7/13/2025,4:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.392,0,13.4,0,0.056,0,60.5,0,4.24,0,84.66,28.3,7.51,0,-43.5,6.02,10.36,0,30.134,0,1.201,2.72,11.19,0
7/13/2025,4:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.582,0,12.87,0,0.034,0,56.3,0,3.96,0,86.31,28.85,7.47,0,-40.8,6.02,8.73,0,30.083,0,1.185,2.29,9.44,0
7/13/2025,4:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,22.967,0,13.78,0,0.011,0,58.7,0,4.1,0,83.56,27.94,7.49,0,-42.4,6.02,9.23,0,30.15,0,1.199,2.48,10.2,0
7/13/2025,5:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.339,0,12.71,0,-0.01,0,53.6,0,3.78,0,86.73,28.99,7.42,0,-37.7,6.02,7.73,0,30.023,0,1.19,2.25,9.26,0
7/13/2025,5:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.422,0,12.77,0,-0.03,0,55.6,0,3.91,0,86.97,29.07,7.46,0,-40.6,6.01,9.55,0,30.043,0,1.183,2.58,10.63,0
7/13/2025,5:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.519,0,12.83,0,-0.045,0,59,0,4.15,0,86.76,29,7.47,0,-40.9,6.02,10.1,0,30.021,0,1.197,2.82,11.62,0
7/13/2025,5:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.858,0,11.11,0,-0.062,0,61,0,4.35,0,91.77,30.67,7.43,0,-38.5,6.02,8.82,0,29.817,0,1.188,2.78,11.44,0
7/13/2025,6:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.89,0,12.42,0,-0.083,0,54.1,0,3.82,0,87.4,29.22,7.39,0,-36.2,6.02,8.42,0,29.97,0,1.194,2.61,10.77,0
7/13/2025,6:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.365,0,11.44,0,-0.096,0,58.9,0,4.19,0,90.6,30.28,7.42,0,-37.7,6.02,10.11,0,29.902,0,1.186,3.05,12.58,0
7/13/2025,6:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.102,0,10.63,0,-0.109,0,57.9,0,4.15,0,92.69,30.98,7.39,0,-35.9,6.02,9.37,0,29.766,0,1.189,3.23,13.31,0
7/13/2025,6:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.466,0,10.86,0,-0.123,0,55.2,0,3.94,0,91.94,30.73,7.37,0,-35.3,6.02,9.95,0,29.788,0,1.192,3.2,13.16,0
7/13/2025,7:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,19.003,0,11.21,0,-0.139,0,51,0,3.64,0,91.47,30.57,7.35,0,-33.7,6.02,8.77,0,29.82,0,1.191,2.77,11.41,0
7/13/2025,7:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.909,0,11.15,0,-0.149,0,49.1,0,3.5,0,90.92,30.39,7.33,0,-32.8,6.02,8.41,0,29.823,0,1.191,3.06,12.62,0
7/13/2025,7:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.937,0,10.52,0,-0.16,0,42.5,0,3.05,0,92.39,30.88,7.29,0,-30.2,6.02,6.68,0,29.767,0,1.195,3.18,13.1,0
7/13/2025,7:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.357,0,10.16,0,-0.173,0,47.8,0,3.44,0,92.31,30.85,7.32,0,-31.8,6.02,12.27,0,29.709,0,1.198,3.36,13.84,0
7/13/2025,8:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.608,0,10.32,0,-0.183,0,42.5,0,3.05,0,93.65,31.3,7.27,0,-29.2,6.02,7.58,0,29.708,0,1.191,2.95,12.13,0
7/13/2025,8:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.485,0,9.6,0,-0.19,0,43.3,0,3.12,0,94.18,31.47,7.27,0,-28.8,6.02,7.96,0,29.619,0,1.192,3.21,13.21,0
7/13/2025,8:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.153,0,9.39,0,-0.194,0,41.2,0,2.98,0,95.72,31.99,7.26,0,-28,6.02,6.54,0,29.589,0,1.199,2.57,10.57,0
7/13/2025,8:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,15.398,0,8.92,0,-0.182,0,46.4,0,3.36,0,97.25,32.5,7.29,0,-30,6.02,8.21,0,29.521,0,1.193,2.79,11.5,0
7/13/2025,9:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.84,0,7.95,0,-0.167,0,44,0,3.22,0,98.82,33.02,7.25,0,-27.9,6.02,7.63,0,29.371,0,1.202,2.37,9.76,0
7/13/2025,9:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,14.212,0,8.18,0,-0.151,0,48.5,0,3.54,0,98.95,33.06,7.28,0,-29.6,6.02,9.86,0,29.399,0,1.194,2.87,11.83,0
7/13/2025,9:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,13.896,0,7.98,0,-0.134,0,56.9,0,4.15,0,98.95,33.06,7.31,0,-31.4,6.02,8.61,0,29.468,0,1.201,4.57,18.8,0
7/13/2025,9:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.056,0,9.33,0,-0.112,0,62.6,0,4.52,0,94.94,31.73,7.37,0,-35.2,6.02,9.65,0,29.688,0,1.198,4.35,17.9,0
7/13/2025,10:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,16.89,0,9.86,0,-0.082,0,74.4,0,5.33,0,92.58,30.94,7.46,0,-40.7,6.02,9.32,0,29.935,0,1.19,6.07,24.98,0
7/13/2025,10:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,18.247,0,10.72,0,-0.056,0,78.3,0,5.58,0,90.79,30.35,7.56,0,-46.5,6.02,10.42,0,30.002,0,1.193,5.09,20.93,0
7/13/2025,10:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,17.996,0,10.56,0,-0.023,0,78.7,0,5.59,0,90.53,30.26,7.52,0,-44.4,6.02,8.35,0,30.24,0,1.191,3.98,16.36,0
7/13/2025,10:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.01,0,11.85,0,0.006,0,78.9,0,5.57,0,87.45,29.23,7.55,0,-45.9,6.02,11.23,0,30.178,0,1.183,3.65,15.03,0
7/13/2025,11:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,20.922,0,12.44,0,0.036,0,79.7,0,5.6,0,86,28.75,7.57,0,-47,6.02,11.45,0,30.27,0,1.184,3.78,15.54,0
7/13/2025,11:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,21.694,0,12.94,0,0.067,0,78.3,0,5.48,0,83.73,27.99,7.59,0,-48.1,6.02,13.87,0,30.371,0,1.203,3.55,14.62,0
7/13/2025,11:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,23.772,0,14.3,0,0.099,0,83.5,0,5.79,0,80.99,27.08,7.66,0,-52.4,6.02,12.65,0,30.528,0,1.184,3.7,15.21,0
7/13/2025,11:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,25.096,0,15.17,0,0.131,0,76.9,0,5.31,0,78.53,26.26,7.6,0,-49,6.02,10.38,0,30.494,0,1.19,3.18,13.1,0
7/13/2025,12:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.617,0,16.86,0,0.162,0,74.4,0,5.09,0,73.62,24.62,7.61,0,-49.5,6.02,14.84,0,30.419,0,1.194,3.52,14.49,0
7/13/2025,12:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.504,0,17.45,0,0.188,0,77.1,0,5.25,0,71.73,23.99,7.64,0,-51.3,6.02,14.09,0,30.557,0,1.184,3.23,13.29,0
7/13/2025,12:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.285,0,17.3,0,0.202,0,86,0,5.82,0,72.77,24.34,7.69,0,-54.8,6.02,11.12,0,30.899,0,1.198,3.2,13.19,0
7/13/2025,12:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.299,0,17.98,0,0.212,0,82.2,0,5.55,0,70.11,23.45,7.68,0,-54,6.02,12.01,0,30.882,0,1.19,3,12.36,0
7/13/2025,13:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,31.584,0,19.54,0,0.207,0,74.5,0,5.01,0,65.71,21.99,7.61,0,-49.7,6.02,10.38,0,30.619,0,1.198,2.72,11.21,0
7/13/2025,13:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,31.126,0,19.22,0,0.205,0,66.7,0,4.48,0,65.76,22,7.54,0,-45.2,6.02,8.14,0,30.688,0,1.195,2.45,10.1,0
7/13/2025,13:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,32.242,0,19.99,0,0.196,0,62.8,0,4.21,0,64.31,21.52,7.51,0,-43.5,6.02,10.63,0,30.588,0,1.201,2.17,8.94,0
7/13/2025,13:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,32.372,0,20.08,0,0.201,0,71.4,0,4.78,0,63.28,21.18,7.61,0,-49.4,6.02,9.76,0,30.639,0,1.199,2.49,10.25,0
7/13/2025,14:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,31.102,0,19.21,0,0.158,0,73.8,0,4.96,0,66.13,22.13,7.62,0,-50.5,6.02,10.53,0,30.73,0,1.186,3.05,12.55,0
7/13/2025,14:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.777,0,18.31,0,0.139,0,76.5,0,5.17,0,69.7,23.32,7.63,0,-51,6.02,11.53,0,30.686,0,1.198,3.19,13.13,0
7/13/2025,14:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,28.549,0,17.48,0,0.116,0,75.1,0,5.09,0,71.77,24.01,7.64,0,-51.3,6.02,11.09,0,30.777,0,1.185,3.5,14.4,0
7/13/2025,14:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,27.064,0,16.48,0,0.105,0,70.6,0,4.81,0,75.08,25.11,7.58,0,-48.1,6.02,9.21,0,30.788,0,1.198,2.85,11.71,0
7/13/2025,15:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,0,29.504,0,18.13,0,0.082,0,70.6,0,4.79,0,70.16,23.47,7.6,0,-48.8,6.02,14.57,0,30.55,0,1.194,3.94,16.22,0
7/13/2025,15:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,0.087,0,71.3,0,5.4,0,73.4,24.55,7.55,0,-45.9,6.02,11.56,0,,-2,1.196,3.76,15.48,0
7/13/2025,15:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,0.075,0,61.3,0,4.65,0,73.11,24.45,7.51,0,-43.5,6.01,8.12,0,,-2,1.184,3.08,12.66,0
7/13/2025,15:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,0.032,0,69.2,0,5.24,0,74.8,25.01,7.57,0,-47.2,6.02,9.65,0,,-2,1.194,3.94,16.23,0
7/13/2025,16:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,0.017,0,71.9,0,5.46,0,80.3,26.85,7.58,0,-47.5,6.02,10.86,0,,-2,1.19,4.14,17.04,0
7/13/2025,16:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,-0.008,0,71.6,0,5.46,0,82.8,27.68,7.56,0,-46.1,6.02,11.18,0,,-2,1.193,4.02,16.53,0
7/13/2025,16:30, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,-0.03,0,65.6,0,4.99,0,76.97,25.74,7.51,0,-43.6,6.02,8.41,0,,-2,1.189,3.97,16.34,0
7/13/2025,16:45, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,-0.06,0,55.4,0,4.25,0,77.32,25.86,7.44,0,-39.2,6.02,9.55,0,,-2,1.199,2.84,11.68,0
7/13/2025,17:00, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,-0.079,0,53.6,0,4.11,0,80.24,26.83,7.42,0,-38.2,6.02,7.07,0,,-2,1.192,2.64,10.88,0
7/13/2025,17:15, ,gtmpcwq_13K102679_070925_050000.bin,Pellicer Creek,GTMNERR,32,,-2,,-2,-0.097,0,59.6,0,4.57,0,79.68,26.64,7.47,0,-41.2,6.02,8.26,0,,-2,1.186,2.72,11.21,0
