DATE,TIME,F_Record,FILENAME,SITENAME,USERID,FAULTCODE,Level,F_Level,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,FDOMQSU,FDOMRFU,pH,F_pH,pHmV,BATTERY,Turb,F_Turb,WIPERPOSITIONVOLT,Temp,F_Temp,SpCond,F_SpCond,Sal,F_Sal,CHLOROPHYLLRFU,ChlFluor,F_ChlFluor
6/7/2025,13:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.302,0,62.2,0,4.29,0,72.32,24.02,7.43,0,-39.4,6.15,10.12,0,1.192,29.8,0,28.18,0,17.25,0,3.93,15.84,0
6/7/2025,13:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.312,0,64.3,0,4.44,0,71.81,23.85,7.42,0,-39,6.15,10.88,0,1.19,29.884,0,27.559,0,16.83,0,4.19,16.89,0
6/7/2025,13:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.319,0,63.2,0,4.36,0,73.04,24.26,7.42,0,-38.9,6.15,9.7,0,1.193,29.869,0,27.789,0,16.98,0,4.09,16.48,0
6/7/2025,14:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.324,0,70.3,0,4.87,0,73.48,24.41,7.44,0,-40.3,6.15,10.1,0,1.187,30.068,0,26.012,0,15.79,0,4,16.11,0
6/7/2025,14:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.326,0,78.3,0,5.45,0,76.87,25.54,7.47,0,-42,6.15,10.35,0,1.195,30.289,0,23.574,0,14.17,0,4.07,16.4,0
6/7/2025,14:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.331,0,80.2,0,5.59,0,78.17,25.97,7.5,0,-43.6,6.15,9.73,0,1.184,30.212,0,23.772,0,14.3,0,4.11,16.57,0
6/7/2025,14:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.33,0,82.5,0,5.75,0,78.74,26.16,7.51,0,-44.2,6.15,9.07,0,1.193,30.155,0,23.879,0,14.38,0,4.42,17.81,0
6/7/2025,15:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.334,0,86.1,0,6.02,0,79.87,26.54,7.5,0,-44,6.15,9.3,0,1.191,30.426,0,21.81,0,13.01,0,4.2,16.95,0
6/7/2025,15:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.339,0,87.6,0,6.12,0,80.2,26.65,7.49,0,-43,6.15,9.36,0,1.193,30.698,0,20.237,0,11.99,0,3.75,15.09,0
6/7/2025,15:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.344,0,85.3,0,5.95,0,78.74,26.16,7.46,0,-41.3,6.15,9.48,0,1.187,30.762,0,20.682,0,12.28,0,3.64,14.65,0
6/7/2025,15:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.349,0,78.3,0,5.44,0,78.02,25.92,7.44,0,-40.3,6.15,8.96,0,1.194,30.381,0,23.582,0,14.18,0,3.85,15.5,0
6/7/2025,16:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.347,0,81.1,0,5.62,0,77,25.58,7.44,0,-40.2,6.15,10.25,0,1.19,30.29,0,24.762,0,14.96,0,4.4,17.73,0
6/7/2025,16:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.338,0,92.1,0,6.43,0,80.08,26.61,7.53,0,-45.9,6.15,9.41,0,1.195,30.643,0,21.143,0,12.58,0,4.28,17.27,0
6/7/2025,16:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.332,0,96.6,0,6.74,0,80.68,26.81,7.52,0,-45.3,6.15,8.98,0,1.196,30.837,0,20.292,0,12.02,0,4.36,17.6,0
6/7/2025,16:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.319,0,106.3,0,7.43,0,82.61,27.45,7.58,0,-48.6,6.15,9.15,0,1.199,31.388,0,17.376,0,10.14,0,3.95,15.93,0
6/7/2025,17:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.3,0,110,0,7.65,0,81.64,27.13,7.61,0,-50.8,6.15,10.22,0,1.198,31.896,0,15.984,0,9.26,0,3.48,14.01,0
6/7/2025,17:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.281,0,111.4,0,7.62,0,77.21,25.65,7.71,0,-56.7,6.15,15.67,0,1.184,32.835,0,16.547,0,9.6,0,3.15,12.7,0
6/7/2025,17:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.262,0,109.9,0,7.5,0,74.73,24.82,7.74,0,-58.9,6.15,18.43,0,1.196,32.79,0,17.458,0,10.18,0,3.07,12.34,0
6/7/2025,17:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.237,0,111.6,0,7.58,0,73.89,24.54,7.77,0,-60.7,6.15,13.79,0,1.19,32.608,0,19.61,0,11.55,0,3.01,12.13,0
6/7/2025,18:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.207,0,111,0,7.54,0,73.77,24.5,7.78,0,-61.1,6.15,14.16,0,1.195,32.486,0,20.225,0,11.95,0,3.06,12.32,0
6/7/2025,18:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.176,0,109.4,0,7.42,0,73.29,24.34,7.77,0,-60.7,6.16,14.49,0,1.19,32.332,0,21.203,0,12.59,0,3.08,12.41,0
6/7/2025,18:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.145,0,107.1,0,7.25,0,72.2,23.98,7.78,0,-60.9,6.15,15.07,0,1.202,32.128,0,22.71,0,13.57,0,3.12,12.57,0
6/7/2025,18:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.109,0,105.6,0,7.13,0,70.3,23.34,7.78,0,-61,6.16,17.84,0,1.192,32.09,0,23.879,0,14.34,0,3.22,12.96,0
6/7/2025,19:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.07,0,103,0,6.94,0,70.57,23.44,7.77,0,-60.2,6.16,17.05,0,1.187,31.973,0,24.92,0,15.03,0,3.22,12.98,0
6/7/2025,19:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.035,0,98.4,0,6.59,0,67.94,22.56,7.74,0,-58.7,6.16,18.73,0,1.196,31.789,0,27.574,0,16.8,0,3.3,13.28,0
6/7/2025,19:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.001,0,100.2,0,6.67,0,67.66,22.46,7.77,0,-60.4,6.16,16.4,0,1.197,31.906,0,28.652,0,17.52,0,3.25,13.08,0
6/7/2025,19:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.038,0,98,0,6.52,0,66.75,22.16,7.76,0,-60,6.16,15.95,0,1.202,31.755,0,29.454,0,18.06,0,3.28,13.19,0
6/7/2025,20:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.072,0,97.8,0,6.48,0,64.74,21.49,7.78,0,-61.1,6.15,16.58,0,1.192,31.705,0,30.798,0,18.98,0,3.27,13.15,0
6/7/2025,20:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.101,0,92,0,6.05,0,59.81,19.84,7.75,0,-58.9,6.16,21.02,0,1.194,31.516,0,33.235,0,20.65,0,3.47,13.99,0
6/7/2025,20:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.124,0,94,0,6.16,0,59.83,19.85,7.78,0,-60.9,6.16,16.82,0,1.185,31.648,0,33.84,0,21.06,0,3.73,15.04,0
6/7/2025,20:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.144,0,94,0,6.15,0,59.78,19.83,7.79,0,-61.5,6.16,14.93,0,1.193,31.679,0,34.112,0,21.25,0,3.24,13.05,0
6/7/2025,21:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.155,0,92,0,6.01,0,58.11,19.28,7.78,0,-61,6.16,16.75,0,1.186,31.723,0,34.677,0,21.63,0,3.29,13.23,0
6/7/2025,21:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.156,0,91.6,0,6.02,0,61.01,20.24,7.78,0,-61.3,6.16,12.43,0,1.196,31.508,0,33.755,0,21,0,3.34,13.46,0
6/7/2025,21:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.144,0,80.3,0,5.25,0,58.3,19.34,7.69,0,-55.3,6.16,14.85,0,1.185,31.649,0,34.622,0,21.6,0,2.77,11.16,0
6/7/2025,21:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.123,0,83.1,0,5.43,0,59.14,19.62,7.72,0,-57.4,6.16,14.07,0,1.202,31.656,0,34.526,0,21.53,0,3.04,12.22,0
6/7/2025,22:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.102,0,87.4,0,5.73,0,60.42,20.04,7.75,0,-59.1,6.16,14.64,0,1.197,31.587,0,34.026,0,21.19,0,3.17,12.78,0
6/7/2025,22:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.082,0,88.6,0,5.82,0,61.19,20.3,7.75,0,-59.3,6.16,15.34,0,1.198,31.544,0,33.749,0,21,0,3.39,13.64,0
6/7/2025,22:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.062,0,86.8,0,5.74,0,63.27,21,7.73,0,-58.1,6.16,15.16,0,1.196,31.489,0,32.508,0,20.15,0,3.26,13.12,0
6/7/2025,22:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.036,0,84.7,0,5.64,0,66.18,21.97,7.69,0,-55.4,6.16,13.61,0,1.197,31.337,0,30.634,0,18.87,0,3.31,13.34,0
6/7/2025,23:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,0.012,0,83.9,0,5.62,0,67.2,22.31,7.68,0,-54.8,6.16,14.58,0,1.196,31.277,0,29.697,0,18.24,0,3.18,12.8,0
6/7/2025,23:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.009,0,80.5,0,5.36,0,65.65,21.79,7.65,0,-53,6.16,14.82,0,1.2,31.362,0,30.943,0,19.08,0,3.26,13.11,0
6/7/2025,23:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.028,0,78.7,0,5.22,0,64.52,21.41,7.64,0,-52.4,6.16,15.31,0,1.198,31.387,0,31.867,0,19.71,0,3.17,12.76,0
6/7/2025,23:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.048,0,76.1,0,5.08,0,66.3,22.01,7.61,0,-50.4,6.16,13.05,0,1.2,31.308,0,30.769,0,18.97,0,3.17,12.76,0
6/8/2025,0:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.07,0,76.1,0,5.06,0,65.59,21.77,7.6,0,-50.3,6.16,13.9,0,1.186,31.306,0,31.373,0,19.38,0,3.23,13.01,0
6/8/2025,0:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.09,0,77.6,0,5.21,0,69.33,23.02,7.62,0,-51.4,6.16,13.35,0,1.19,31.219,0,29.278,0,17.96,0,3.25,13.09,0
6/8/2025,0:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.111,0,76.9,0,5.15,0,68.56,22.76,7.62,0,-51.2,6.16,12.94,0,1.198,31.222,0,29.937,0,18.4,0,3.23,13,0
6/8/2025,0:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.129,0,76.4,0,5.17,0,71.73,23.82,7.59,0,-49.4,6.16,12.39,0,1.188,31.065,0,27.66,0,16.87,0,3.19,12.85,0
6/8/2025,1:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.15,0,73.9,0,4.95,0,67.85,22.53,7.58,0,-48.6,6.16,12.98,0,1.199,31.159,0,30.434,0,18.74,0,3,12.06,0
6/8/2025,1:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.171,0,70.1,0,4.68,0,66.92,22.22,7.55,0,-47.1,6.16,12.86,0,1.194,31.233,0,31.02,0,19.14,0,2.98,11.98,0
6/8/2025,1:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.189,0,71.7,0,4.79,0,67.48,22.4,7.56,0,-47.2,6.16,12.55,0,1.185,31.203,0,30.904,0,19.06,0,2.94,11.84,0
6/8/2025,1:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.205,0,70.3,0,4.71,0,67.91,22.55,7.52,0,-45.1,6.16,11.67,0,1.185,31.162,0,30.224,0,18.6,0,2.89,11.63,0
6/8/2025,2:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.222,0,69.1,0,4.63,0,68.68,22.8,7.53,0,-45.6,6.16,11.5,0,1.2,31.166,0,29.811,0,18.32,0,2.96,11.92,0
6/8/2025,2:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.239,0,67.6,0,4.53,0,68.95,22.89,7.52,0,-45,6.16,10.31,0,1.188,31.122,0,29.968,0,18.43,0,3.01,12.11,0
6/8/2025,2:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.253,0,64.8,0,4.36,0,69.83,23.19,7.49,0,-43.2,6.16,11.41,0,1.198,31.077,0,29.429,0,18.06,0,2.89,11.63,0
6/8/2025,2:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.268,0,65.9,0,4.44,0,70.42,23.39,7.5,0,-43.6,6.16,11.2,0,1.199,31.036,0,29.185,0,17.9,0,2.94,11.85,0
6/8/2025,3:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.279,0,66.4,0,4.49,0,71.78,23.84,7.49,0,-43.5,6.16,10.34,0,1.198,30.97,0,28.095,0,17.17,0,2.94,11.83,0
6/8/2025,3:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.291,0,64.9,0,4.42,0,73.23,24.32,7.46,0,-41.3,6.16,9.75,0,1.191,30.84,0,27.018,0,16.45,0,2.93,11.79,0
6/8/2025,3:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.301,0,64.9,0,4.45,0,73.57,24.44,7.45,0,-40.5,6.16,9.48,0,1.194,30.739,0,25.959,0,15.74,0,2.85,11.48,0
6/8/2025,3:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.31,0,64.8,0,4.45,0,75.02,24.92,7.43,0,-39.8,6.16,8.85,0,1.192,30.693,0,25.137,0,15.2,0,2.93,11.78,0
6/8/2025,4:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.321,0,64.5,0,4.43,0,74.98,24.91,7.43,0,-39.4,6.16,8.53,0,1.192,30.707,0,24.961,0,15.08,0,2.88,11.61,0
6/8/2025,4:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.328,0,65.5,0,4.52,0,75.65,25.13,7.43,0,-39.5,6.16,9.56,0,1.183,30.65,0,24.417,0,14.72,0,2.96,11.91,0
6/8/2025,4:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.335,0,65.3,0,4.51,0,77.13,25.62,7.43,0,-39.8,6.16,8.12,0,1.19,30.673,0,24.229,0,14.6,0,2.98,11.98,0
6/8/2025,4:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.34,0,64.9,0,4.49,0,77.53,25.76,7.42,0,-38.6,6.17,8.72,0,1.184,30.614,0,23.596,0,14.18,0,2.96,11.92,0
6/8/2025,5:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.345,0,65.1,0,4.5,0,77.6,25.78,7.41,0,-38.5,6.16,8.55,0,1.201,30.629,0,23.612,0,14.19,0,3.02,12.15,0
6/8/2025,5:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.337,0,67,0,4.66,0,78.43,26.06,7.43,0,-39.5,6.16,7.89,0,1.192,30.512,0,22.547,0,13.49,0,2.76,11.12,0
6/8/2025,5:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.323,0,68.3,0,4.79,0,80.2,26.65,7.42,0,-38.8,6.16,8.52,0,1.184,30.338,0,21.244,0,12.65,0,2.62,10.55,0
6/8/2025,5:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.308,0,71.7,0,5.09,0,82,27.25,7.42,0,-38.7,6.16,8.16,0,1.195,30.097,0,19.081,0,11.25,0,2.81,11.29,0
6/8/2025,6:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.292,0,72.4,0,5.19,0,82.59,27.45,7.43,0,-39.7,6.16,8.42,0,1.202,29.629,0,18.51,0,10.89,0,2.35,9.46,0
6/8/2025,6:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.275,0,72.4,0,5.17,0,82.68,27.48,7.45,0,-40.5,6.16,8.28,0,1.189,29.71,0,19.399,0,11.46,0,2.23,8.94,0
6/8/2025,6:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.255,0,71.6,0,5.1,0,81.68,27.14,7.44,0,-40.3,6.16,9.67,0,1.193,29.598,0,19.983,0,11.84,0,2.35,9.46,0
6/8/2025,6:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.235,0,71,0,5.08,0,81.4,27.05,7.45,0,-40.6,6.17,10.17,0,1.192,29.391,0,20.41,0,12.12,0,2.71,10.91,0
6/8/2025,7:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.213,0,71.4,0,5.1,0,80.32,26.69,7.47,0,-41.8,6.16,9.79,0,1.198,29.274,0,21.33,0,12.72,0,2.42,9.74,0
6/8/2025,7:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.194,0,68.9,0,4.87,0,78.36,26.04,7.47,0,-41.7,6.16,11,0,1.184,29.545,0,22.785,0,13.67,0,2.65,10.68,0
6/8/2025,7:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.174,0,70.7,0,5.01,0,78.27,26.01,7.48,0,-42.4,6.17,10.82,0,1.188,29.453,0,22.56,0,13.52,0,2.67,10.75,0
6/8/2025,7:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.155,0,67,0,4.68,0,75.96,25.24,7.46,0,-41.3,6.17,12.24,0,1.187,29.808,0,24.608,0,14.86,0,3.1,12.49,0
6/8/2025,8:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.135,0,71.5,0,5.04,0,76.65,25.47,7.5,0,-43.5,6.17,11.19,0,1.186,29.569,0,23.652,0,14.24,0,3.02,12.16,0
6/8/2025,8:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.117,0,71.3,0,4.99,0,75.72,25.15,7.52,0,-44.7,6.16,11.68,0,1.192,29.712,0,24.582,0,14.85,0,3.27,13.15,0
6/8/2025,8:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.106,0,71,0,4.94,0,73.59,24.44,7.52,0,-44.9,6.16,12.23,0,1.2,29.863,0,25.496,0,15.45,0,2.98,12.01,0
6/8/2025,8:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.094,0,69,0,4.79,0,73.15,24.3,7.52,0,-44.9,6.16,12.29,0,1.185,29.917,0,25.742,0,15.61,0,3.03,12.22,0
6/8/2025,9:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.091,0,70.3,0,4.86,0,72.06,23.93,7.53,0,-45.3,6.16,12.74,0,1.203,29.987,0,26.537,0,16.14,0,3.53,14.21,0
6/8/2025,9:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.091,0,67.5,0,4.64,0,70.4,23.38,7.52,0,-45.1,6.17,12.56,0,1.186,30.107,0,27.932,0,17.07,0,3.3,13.31,0
6/8/2025,9:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.102,0,61.6,0,4.2,0,69.08,22.94,7.49,0,-42.8,6.17,13.19,0,1.198,30.22,0,29.662,0,18.24,0,3.2,12.89,0
6/8/2025,9:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.121,0,51.3,0,3.44,0,63.48,21.07,7.46,0,-41.6,6.17,18.02,0,1.185,30.599,0,32.525,0,20.18,0,2.75,11.06,0
6/8/2025,10:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.13,0,52.4,0,3.52,0,65.09,21.6,7.49,0,-43.1,6.17,14.9,0,1.195,30.569,0,32.315,0,20.04,0,3.01,12.12,0
6/8/2025,10:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.143,0,55.4,0,3.72,0,65.89,21.87,7.52,0,-44.9,6.17,14.69,0,1.19,30.557,0,32.009,0,19.83,0,3.09,12.46,0
6/8/2025,10:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.159,0,50.9,0,3.41,0,65.52,21.75,7.48,0,-42.7,6.17,13.73,0,1.192,30.523,0,32.369,0,20.08,0,2.66,10.72,0
6/8/2025,10:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.176,0,51.6,0,3.47,0,65.72,21.82,7.48,0,-42.7,6.17,13.46,0,1.183,30.539,0,32.253,0,20,0,3.23,13.02,0
6/8/2025,11:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.19,0,52.9,0,3.56,0,66.27,22,7.48,0,-42.7,6.17,12.11,0,1.192,30.53,0,32.106,0,19.9,0,2.96,11.92,0
6/8/2025,11:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.208,0,53.6,0,3.6,0,66.77,22.17,7.48,0,-42.5,6.16,11.99,0,1.193,30.559,0,31.912,0,19.76,0,2.88,11.59,0
6/8/2025,11:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.217,0,53.5,0,3.6,0,67.13,22.29,7.47,0,-42.2,6.17,10.95,0,1.185,30.577,0,31.594,0,19.55,0,2.92,11.75,0
6/8/2025,11:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.231,0,55.3,0,3.72,0,67.56,22.43,7.5,0,-43.5,6.17,11.08,0,1.198,30.574,0,31.552,0,19.52,0,3.05,12.29,0
6/8/2025,12:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.246,0,57.3,0,3.86,0,68.17,22.63,7.49,0,-43.4,6.17,11.06,0,1.186,30.59,0,31.101,0,19.21,0,3.12,12.56,0
6/8/2025,12:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.261,0,57.4,0,3.86,0,68.48,22.74,7.5,0,-43.9,6.16,10.61,0,1.196,30.592,0,31.271,0,19.32,0,3.22,12.96,0
6/8/2025,12:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.278,0,57,0,3.84,0,68.47,22.73,7.48,0,-42.8,6.17,10.98,0,1.193,30.628,0,30.955,0,19.11,0,3.09,12.45,0
6/8/2025,12:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.288,0,62.5,0,4.22,0,68.66,22.8,7.51,0,-44.4,6.17,14.72,0,1.189,30.631,0,30.052,0,18.5,0,3.4,13.68,0
6/8/2025,13:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.3,0,60.2,0,4.06,0,69.24,22.99,7.5,0,-43.7,6.17,9.66,0,1.194,30.662,0,30.674,0,18.92,0,3.26,13.11,0
6/8/2025,13:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.314,0,60.9,0,4.11,0,69.11,22.95,7.51,0,-44.1,6.16,9.8,0,1.184,30.712,0,30.348,0,18.69,0,3.42,13.77,0
6/8/2025,13:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.33,0,63.6,0,4.29,0,69.62,23.12,7.49,0,-43.4,6.16,9.94,0,1.192,30.763,0,29.597,0,18.18,0,3.37,13.58,0
6/8/2025,13:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.336,0,65.8,0,4.45,0,69.46,23.06,7.52,0,-44.7,6.17,10.03,0,1.192,30.796,0,29.003,0,17.78,0,3.5,14.09,0
6/8/2025,14:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.346,0,75.1,0,5.11,0,71.34,23.69,7.55,0,-46.9,6.17,10.36,0,1.193,31.06,0,26.656,0,16.2,0,3.59,14.45,0
6/8/2025,14:15, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.357,0,77.7,0,5.29,0,72.04,23.93,7.56,0,-47.3,6.17,9.14,0,1.19,31.151,0,25.633,0,15.52,0,3.63,14.63,0
6/8/2025,14:30, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.361,0,87.2,0,5.97,0,73.25,24.33,7.58,0,-48.7,6.17,8.82,0,1.19,31.498,0,22.829,0,13.66,0,3.42,13.76,0
6/8/2025,14:45, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.361,0,85.1,0,5.82,0,74.18,24.64,7.58,0,-48.9,6.17,9.22,0,1.188,31.447,0,23.016,0,13.78,0,3.81,15.35,0
6/8/2025,15:00, ,gtmpcwq_13K102679_060625_101500.bin,Pellicer Creek,GTMNERR,0,-0.335,0,93.4,0,6.39,0,74.7,24.81,7.63,0,-51.7,6.16,10.2,0,1.186,31.488,0,22.712,0,13.59,0,3.34,13.43,0
