station_code,fullstationname,datetimestamp,monitoringprogram,rep,F_Record,PO4F,F_PO4F,TP,F_TP,TDP,F_TDP,NH4F,F_NH4F,NO23F,F_NO23F,TKN,F_TKN,TKNF,F_TKNF,CHLA_N,F_CHLA_N,UncCHLa_N,F_UncCHLa_N,PHEA,F_PHEA,TSS,F_TSS,color,F_color,FECCOL_CFU,F_FECCOL_CFU,ENTERO_MPN,F_ENTERO_MPN,DOC,F_DOC,TOTALK,F_TOTALK,adjustedtimestamp
gtmpinut,gtmpinut1.1,7/9/2025 10:30,1,1,,0.015,,0.058,,0.037,Y,0.01,Y,0.004,U,0.61,,0.47,,17,,19,,2.6,,14,,15,,11,BQ,10,UQ,5.7,,,,7/9/2025 9:30
gtmpinut,gtmpinut1.2,7/9/2025 10:32,1,2,,0.016,,0.063,,0.035,Y,0.009,Y,0.004,U,0.53,,0.46,,17,,20,,2.5,,,,,,6,BQ,10,UQ,6.2,,,,7/9/2025 9:32
gtmssnut,gtmssnut1.1,7/9/2025 9:08,1,1,,0.01,I,0.041,,0.024,Y,0.017,Y,0.005,I,0.45,,0.33,I,7.2,,8.4,,1.5,I,7,I,5,U,14,BQ,10,UQ,2.4,I,,,7/9/2025 8:08
gtmssnut,gtmssnut1.2,7/9/2025 9:10,1,2,,0.012,,0.035,,0.023,Y,0.016,Y,0.005,I,0.34,I,0.27,I,7.6,A,8.4,A,1.1,U,,,,,3,BQ,10,Q,2.4,I,,,7/9/2025 8:10
gtmpcnut,gtmpcnut2.1,7/22/2025 9:30,2,1,,0.075,Q,0.16,,0.097,J,0.1,,0.02,,1,,0.84,,12,Q,17,Q,7,IQ,36,,,,,,,,19,,,,7/22/2025 8:30
gtmpcnut,gtmpcnut2.10,7/23/2025 8:00,2,10,,0.079,,0.14,,,,0.093,,0.015,,1.2,,,,5.1,,8.4,,5.1,,19,,,,,,780,Q,28,,,,7/23/2025 7:00
gtmpcnut,gtmpcnut2.11,7/23/2025 10:30,2,11,,0.068,,0.13,,,,0.11,,0.02,,1,,,,7.8,,11,,5.1,,31,,,,,,420,Q,18,,,,7/23/2025 9:30
gtmpcnut,gtmpcnut2.2,7/22/2025 12:00,2,2,,0.077,Q,0.14,,,,0.096,,0.013,,1,,,,6.9,,11,,5.8,,21,,,,,,,,23,,,,7/22/2025 11:00
gtmpcnut,gtmpcnut2.3,7/22/2025 14:30,2,3,,0.071,,0.14,,,,0.043,,0.013,,1.1,,,,6.6,,9.9,,4.8,I,20,,,,,,2485,AQ,28,,,,7/22/2025 13:30
gtmpcnut,gtmpcnut2.4,7/22/2025 17:00,2,4,,0.072,,0.13,,,,0.05,,0.017,,1.2,,,,11,,15,,5.5,,16,,,,,,2187,Q,30,,,,7/22/2025 16:00
gtmpcnut,gtmpcnut2.5,7/22/2025 19:30,2,5,,0.064,,0.13,,,,0.024,J,0.016,J,1.1,,,,11,,16,,6.1,I,24,,,,,,2098,Q,26,J,,,7/22/2025 18:30
gtmpcnut,gtmpcnut2.6,7/22/2025 22:00,2,6,,0.055,,0.12,,,,0.033,,0.018,,1,,,,14,,18,,5.8,,39,,,,,,201,Q,16,,,,7/22/2025 21:00
gtmpcnut,gtmpcnut2.7,7/23/2025 0:30,2,7,,0.058,,0.12,,,,0.057,,0.015,,0.91,,,,10,,14,,6.2,,43,,,,,,211,Q,16,,,,7/22/2025 23:30
gtmpcnut,gtmpcnut2.8,7/23/2025 3:00,2,8,,0.074,,0.15,,,,0.085,,0.016,,1.2,,,,7.2,,12,,7.5,,36,,,,,,884,Q,24,,,,7/23/2025 2:00
gtmpcnut,gtmpcnut2.9,7/23/2025 5:30,2,9,,0.079,,0.13,,,,0.079,,0.014,,1.2,,,,3.5,,6.4,,4.4,,17,,,,,,934,Q,31,,,,7/23/2025 4:30
gtmfmnut,gtmfmnut1.1,8/6/2025 8:16,1,1,,0.017,,0.041,,0.026,,0.047,,0.007,I,0.41,,0.27,I,2.5,,3.2,,0.91,I,13,,2.5,U,16,BQ,20,Q,3,I,,,8/6/2025 7:16
gtmfmnut,gtmfmnut1.2,8/6/2025 8:19,1,2,,0.017,,0.04,,0.025,,0.046,,0.006,I,0.32,I,0.3,I,2.4,,3,,0.81,I,14,,2.5,U,11,BQ,41,Q,2.4,I,,,8/6/2025 7:19
gtmpcnut,gtmpcnut1.1,8/6/2025 11:14,1,1,,0.051,,0.1,,0.066,,0.11,,0.034,,1,,0.82,,9.4,,12,,2.9,I,17,,250,,96,Q,243,Q,25,,,,8/6/2025 10:14
gtmpcnut,gtmpcnut1.2,8/6/2025 11:16,1,2,,0.05,,0.1,,0.069,,0.1,,0.034,,0.96,,0.75,,9.8,,12,,2.2,I,16,,250,,67,BQ,171,Q,26,,,,8/6/2025 10:16
gtmpinnut,gtmpinnut1.1,8/6/2025 10:42,1,1,,0.037,,0.084,,0.056,,0.044,,0.007,I,0.67,,0.56,,11,,14,,4.5,,13,,34,,6,BQ,10,Q,10,,,,8/6/2025 9:42
gtmpinnut,gtmpinnut1.2,8/6/2025 10:45,1,2,,0.037,,0.084,,0.057,,0.045,,0.008,I,0.78,,0.58,,11,,14,,4.7,,12,,35,,11,BQ,10,Q,8.8,,,,8/6/2025 9:45
gtmssnut,gtmssnut1.1,8/6/2025 9:23,1,1,,0.036,,0.073,,0.048,,0.082,,0.044,,0.39,I,0.35,I,4.8,A,5.8,A,1.3,I,13,,2.8,I,9,BQ,201,Q,3.3,I,,,8/6/2025 8:23
gtmssnut,gtmssnut1.2,8/6/2025 9:25,1,2,,0.036,,0.069,,0.048,,0.084,,0.045,,0.38,I,0.28,I,4.1,,5.2,,1.6,I,14,,2.5,U,82,BQ,173,Q,3,I,,,8/6/2025 8:25
gtmpcnut,gtmpcnut2.1,8/19/2025 9:30,2,1,,0.039,Q,0.16,,0.054,,0.039,,0.012,,1.1,,0.52,,6.9,Q,10,Q,4.7,Q,15,,,,,,,,15,,,,8/19/2025 8:30
gtmpcnut,gtmpcnut2.10,8/20/2025 8:00,2,10,,0.041,,0.1,,,,0.04,,0.006,I,0.86,,,,6.9,,12,,7.2,,40,,,,,,201,Q,13,,,,8/20/2025 7:00
gtmpcnut,gtmpcnut2.11,8/20/2025 10:30,2,11,,0.041,,0.098,,,,0.048,,0.007,I,0.83,,,,9.4,,12,,4.1,I,42,,,,,,96,Q,11,,,,8/20/2025 9:30
gtmpcnut,gtmpcnut2.2,8/19/2025 12:00,2,2,,0.037,,0.099,,,,0.013,,0.01,,0.94,,,,5.5,,8,,3.8,,31,,,,,,,,22,,,,8/19/2025 11:00
gtmpcnut,gtmpcnut2.3,8/19/2025 14:30,2,3,,0.044,,0.081,,,,0.052,,0.011,,0.77,,,,6,,8.9,,4.3,,38,,,,,,161,Q,24,,,,8/19/2025 13:30
gtmpcnut,gtmpcnut2.4,8/19/2025 17:00,2,4,,0.036,,0.1,,,,0.008,,0.009,I,0.83,,,,7.8,,11,,4.7,,22,,,,,,73.5,AQ,24,,,,8/19/2025 16:00
gtmpcnut,gtmpcnut2.5,8/19/2025 19:30,2,5,,0.032,,0.14,,,,0.006,,0.004,U,1.1,,,,18,,22,,6.3,U,94,,,,,,31,Q,16,,,,8/19/2025 18:30
gtmpcnut,gtmpcnut2.6,8/19/2025 22:00,2,6,,0.031,,0.1,,,,0.005,,0.004,U,0.74,,,,12,I,13,,6.3,U,90,,,,,,30,Q,11,,,,8/19/2025 21:00
gtmpcnut,gtmpcnut2.7,8/20/2025 0:30,2,7,,0.03,,0.1,,,,0.006,,0.004,U,0.84,,,,11,,16,,6,I,54,,,,,,41,Q,14,,,,8/19/2025 23:30
gtmpcnut,gtmpcnut2.8,8/20/2025 3:00,2,8,,0.035,,0.1,,,,0.013,,0.008,I,1.1,,,,6.9,,11,,5.7,I,51,,,,,,85,Q,20,,,,8/20/2025 2:00
gtmpcnut,gtmpcnut2.9,8/20/2025 5:30,2,9,,0.036,,0.09,,,,0.026,,0.01,I,0.95,,,,6.3,A,8.7,A,3.6,I,25,,,,,,199,Q,24,,,,8/20/2025 4:30
gtmfmnut,gtmfmnut1.1,9/8/2025 10:37,1,1,,0.011,,0.034,,0.022,,0.029,,0.007,I,0.36,I,0.25,I,3.7,,4.3,,0.69,I,7,IA,4.9,I,4,UQ,10,UQ,3.6,I,,,9/8/2025 9:37
gtmfmnut,gtmfmnut1.2,9/8/2025 10:39,1,2,,0.01,,0.035,,0.021,,0.026,,0.005,I,0.3,I,0.29,I,3.5,,4.2,,0.84,I,9,I,4.6,I,3,UQ,10,Q,3.4,I,,,9/8/2025 9:39
gtmpcnut,gtmpcnut1.1,9/8/2025 13:58,1,1,,0.031,,0.081,,0.045,,0.11,,0.013,,0.88,,0.65,,17,,19,,3.5,I,34,,160,,17,BQ,52,Q,16,,,,9/8/2025 12:58
gtmpcnut,gtmpcnut1.2,9/8/2025 14:01,1,2,,0.03,,0.08,,0.044,,0.09,,0.013,,0.9,,0.65,,14,,16,,3.4,,28,,150,,31,BQ,122,Q,15,,,,9/8/2025 13:01
gtmpinut,gtmpinut1.1,9/8/2025 12:47,1,1,,0.031,,0.063,,0.045,,0.049,,0.031,,0.63,,0.55,,6.2,,7.6,,1.9,,9,I,60,,3,UQ,10,Q,9.6,,,,9/8/2025 11:47
gtmpinut,gtmpinut1.2,9/8/2025 12:50,1,2,,0.03,,0.061,,0.043,,0.05,,0.032,,0.64,,0.51,,5.6,,7,,2,,8,I,56,,3,UQ,10,UQ,9.5,,,,9/8/2025 11:50
gtmssnut,gtmssnut1.1,9/8/2025 11:35,1,1,,0.012,,0.033,,0.021,,0.019,,0.009,I,0.42,,0.25,I,4.6,,5.2,,0.63,U,9,I,4,I,11,BQ,31,Q,3.4,I,,,9/8/2025 10:35
gtmssnut,gtmssnut1.2,9/8/2025 11:37,1,2,,0.012,,0.035,,0.021,,0.021,,0.008,I,0.43,,0.25,I,4.5,,5.4,,1.1,I,11,,5.7,I,14,BQ,20,Q,3.7,I,,,9/8/2025 10:37
gtmpcnut,gtmpcnut2.1,9/22/2025 9:30,2,1,,0.028,Q,0.079,,0.049,,0.042,,0.022,,1.2,,0.98,,2.7,IQ,3.2,Q,2.1,UQ,20,,,,,,,,36,,,,9/22/2025 8:30
gtmpcnut,gtmpcnut2.10,9/23/2025 8:00,2,10,,0.029,,0.066,,,,0.031,,0.023,,1.2,,,,1.9,I,1.9,,1.3,U,8,I,,,,,341,Q,42,,,,9/23/2025 7:00
gtmpcnut,gtmpcnut2.11,9/23/2025 10:30,2,11,,0.026,,0.077,,,,0.043,,0.033,,1.1,,,,4.8,I,5.3,,2.1,U,27,,,,,,121,Q,29,,,,9/23/2025 9:30
gtmpcnut,gtmpcnut2.2,9/22/2025 12:00,2,2,,0.02,Q,0.068,,,,0.025,,0.019,,0.96,,,,6.3,,7.5,,1.6,I,16,A,,,,,,,19,,,,9/22/2025 11:00
gtmpcnut,gtmpcnut2.3,9/22/2025 14:30,2,3,,0.019,,0.065,,,,0.023,,0.019,,0.78,,,,6.6,,8.7,,3.2,I,28,,,,,,10,AQ,17,,,,9/22/2025 13:30
gtmpcnut,gtmpcnut2.4,9/22/2025 17:00,2,4,,0.022,,0.072,,,,0.016,,0.02,,1.2,,,,4.1,,4.9,,1.6,U,15,,,,,,85,Q,33,,,,9/22/2025 16:00
gtmpcnut,gtmpcnut2.5,9/22/2025 19:30,2,5,,0.024,,0.07,,,,0.014,,0.012,,1,,,,2.5,I,2.6,A,1.3,U,10,I,,,,,546,Q,41,,,,9/22/2025 18:30
gtmpcnut,gtmpcnut2.6,9/22/2025 22:00,2,6,,0.025,,0.068,,,,0.034,,0.02,,1,,,,3.6,I,4.3,,1.6,U,16,,,,,,106,Q,33,,,,9/22/2025 21:00
gtmpcnut,gtmpcnut2.7,9/23/2025 0:30,2,7,,0.024,,0.066,,,,0.043,,0.03,,0.93,,,,4.8,,5.8,,1.6,U,17,,,,,,20,Q,21,,,,9/22/2025 23:30
gtmpcnut,gtmpcnut2.8,9/23/2025 3:00,2,8,,0.025,,0.064,,,,0.046,,0.021,,0.93,,,,5,,5.6,,1.6,U,25,,,,,,31,Q,22,,,,9/23/2025 2:00
gtmpcnut,gtmpcnut2.9,9/23/2025 5:30,2,9,,0.026,,0.069,,,,0.032,,0.028,,1.2,,,,2.6,I,3,,1.6,U,16,,,,,,269,Q,36,,,,9/23/2025 4:30
gtmfmnut,gtmfmnut1.1,10/7/2025 10:35,1,1,,0.009,I,0.061,,0.02,,0.023,,0.012,,0.61,,0.25,I,12,,14,,2.1,U,70,,5.9,I,4,BQ,10,UQ,2.8,I,,,10/7/2025 9:35
gtmfmnut,gtmfmnut1.2,10/7/2025 10:38,1,2,,0.012,,0.068,,0.019,,0.018,,0.01,I,0.67,,0.27,I,10,,12,,2.1,U,74,,5.9,I,3,UQ,10,UQ,2.8,I,,,10/7/2025 9:38
gtmpcnut,gtmpcnut1.1,10/7/2025 13:42,1,1,,0.025,,0.064,,0.04,,0.041,,0.016,,1.1,,0.91,,3.2,,3.2,,1.1,U,14,,360,,22,BQ,31,Q,28,,,,10/7/2025 12:42
gtmpcnut,gtmpcnut1.2,10/7/2025 13:45,1,2,,0.033,,0.072,,0.048,,0.045,,0.017,,0.99,,0.9,,2.8,,2.8,,1.1,U,13,A,370,,47,BQ,75,Q,28,,,,10/7/2025 12:45
gtmpinut,gtmpinut1.1,10/7/2025 13:17,1,1,,0.026,,0.059,,0.038,,0.042,,0.015,,0.66,,0.46,,4.6,,5.6,,1.5,I,17,,30,,3,BQ,10,UQ,6.8,,,,10/7/2025 12:17
gtmpinut,gtmpinut1.2,10/7/2025 13:20,1,2,,0.026,,0.062,,0.036,,0.043,,0.016,,0.72,,0.51,,3.6,,5.8,,3.4,I,18,,27,,3,BQ,10,Q,6.8,,,,10/7/2025 12:20
gtmssnut,gtmssnut1.1,10/7/2025 11:54,1,1,,0.015,,0.04,,0.024,,0.02,,0.011,,0.46,,0.33,I,7.8,,9.1,,1.7,I,22,,6.6,,3,UQ,10,Q,3.2,I,,,10/7/2025 10:54
gtmssnut,gtmssnut1.2,10/7/2025 11:57,1,2,,0.014,,0.045,,0.022,,0.018,,0.011,,0.55,,0.29,I,5.7,,6.8,,1.4,I,21,,7.4,,8,BQ,41,Q,3.2,I,,,10/7/2025 10:57
gtmpcnut,gtmpcnut2.1,10/20/2025 9:30,2,1,,0.029,Q,0.07,,0.047,,0.037,,0.02,,1.3,,0.96,,3.3,,4.1,,1.1,I,16,,,,,,,,35,,,,10/20/2025 8:30
gtmpcnut,gtmpcnut2.10,10/21/2025 8:00,2,10,,0.029,,0.062,,,,0.02,,0.015,,1.2,,,,2.4,I,2.3,,1.2,U,6,I,,,,,262,Q,43,,,,10/21/2025 7:00
gtmpcnut,gtmpcnut2.11,10/21/2025 10:30,2,11,,0.028,,0.07,,,,0.047,,0.024,,0.92,,,,3.6,,4.3,,1.1,U,13,,,,,,98,Q,29,,,,10/21/2025 9:30
gtmpcnut,gtmpcnut2.2,10/20/2025 12:00,2,2,,0.021,,0.058,,,,0.047,,0.02,,0.79,,,,4.4,,4.7,,1.3,U,8,I,,,,,,,24,,,,10/20/2025 11:00
gtmpcnut,gtmpcnut2.3,10/20/2025 14:30,2,3,,0.023,,0.059,,,,0.032,,0.02,,0.99,,,,2.9,,3.3,,0.91,U,7,I,,,,,69.5,AJQ,31,,,,10/20/2025 13:30
gtmpcnut,gtmpcnut2.4,10/20/2025 17:00,2,4,,0.026,,0.069,,,,0.016,,0.013,,1.2,,,,2.2,I,2.6,,1.2,U,14,,,,,,148,Q,44,,,,10/20/2025 16:00
gtmpcnut,gtmpcnut2.5,10/20/2025 19:30,2,5,,0.026,,0.061,,,,0.015,,0.012,,1.3,,,,1.7,I,1.7,,1.1,U,8,I,,,,,98,Q,45,,,,10/20/2025 18:30
gtmpcnut,gtmpcnut2.6,10/20/2025 22:00,2,6,,0.026,,0.065,,,,0.027,,0.022,,1,,,,2.8,I,3.3,,1.3,U,10,I,,,,,107,Q,34,,,,10/20/2025 21:00
gtmpcnut,gtmpcnut2.7,10/21/2025 0:30,2,7,,0.026,,0.055,,,,0.039,,0.023,,0.83,,,,3.5,,3.7,,1.1,U,6,IA,,,,,41,Q,28,,,,10/20/2025 23:30
gtmpcnut,gtmpcnut2.8,10/21/2025 3:00,2,8,,0.028,,0.063,,,,0.026,,0.02,,1.1,,,,2.1,I,2.4,,1.2,U,10,,,,,,122,Q,37,,,,10/21/2025 2:00
gtmpcnut,gtmpcnut2.9,10/21/2025 5:30,2,9,,0.027,,0.063,,,,0.016,,0.011,,1.3,,,,0.92,I,0.93,,0.63,U,9,I,,,,,109,Q,45,,,,10/21/2025 4:30
gtmfmnut,gtmfmnut1.1,11/5/2025 9:06,1,1,,0.009,I,0.032,,0.016,,0.009,,0.003,U,0.32,I,0.28,I,4.6,A,5.1,A,1.1,U,16,A,3.8,I,6,BQ,20,Q,4.2,,114,,11/5/2025 9:06
gtmfmnut,gtmfmnut1.2,11/5/2025 9:08,1,2,,0.01,I,0.035,,0.019,,0.006,,0.003,U,0.42,,0.22,I,3.9,,4.5,,0.65,I,17,,3,I,6,BQ,10,UQ,3.8,I,,,11/5/2025 9:08
gtmpcnut,gtmpcnut1.1,11/5/2025 11:59,1,1,,0.023,,0.052,,0.035,,0.015,,0.014,,0.64,,0.59,,5.9,,6.3,,0.91,U,10,I,120,,22,BQ,20,Q,14,,97,,11/5/2025 11:59
gtmpcnut,gtmpcnut1.2,11/5/2025 12:02,1,2,,0.023,,0.05,,0.035,,0.014,,0.013,,0.68,,0.57,,6.1,,6.3,,1.1,U,10,,120,,31,BQ,20,Q,13,,,,11/5/2025 12:02
gtmpinut,gtmpinut1.1,11/5/2025 12:04,1,1,,0.03,,0.071,,0.044,,0.038,,0.022,,0.69,,0.52,,5.2,,6.5,,1.7,I,17,,61,,No Result,,20,Q,11,,99,,11/5/2025 12:04
gtmpinut,gtmpinut1.2,11/5/2025 12:06,1,2,,0.031,,0.068,,0.044,,0.038,,0.022,,0.72,,0.54,,5,,6,,1.2,I,16,,63,,8,BQ,10,UQ,11,,,,11/5/2025 12:06
gtmssnut,gtmssnut1.1,11/5/2025 10:23,1,1,,0.01,,0.04,,0.017,,0.009,,0.006,I,0.43,,0.27,I,5.7,,6.5,,1,I,25,,4.9,I,12,BQ,10,UQ,4.5,,114,,11/5/2025 10:23
gtmssnut,gtmssnut1.2,11/5/2025 10:26,1,2,,0.012,,0.041,,0.02,,0.008,,0.008,I,0.33,I,0.26,I,5.3,,5.7,,1.3,U,26,,3.2,I,6,BQ,10,Q,4.7,,,,11/5/2025 10:26
gtmpcnut,gtmpcnut2.1,11/18/2025 9:30,2,1,,0.023,Q,0.058,,0.035,,0.018,,0.005,I,0.5,,0.39,I,4.2,AQ,5.2,AQ,1.4,IQ,7,I,,,,,,,8.1,,,,11/18/2025 9:30
gtmpcnut,gtmpcnut2.10,11/19/2025 8:00,2,10,,0.035,,0.06,,,,0.032,,0.024,,0.49,,,,3.1,,3.6,,0.72,I,6,I,,,,,63,Q,11,,,,11/19/2025 8:00
gtmpcnut,gtmpcnut2.2,11/18/2025 12:00,2,2,,0.025,Q,0.051,,,,0.008,,0.005,I,0.47,,,,4.5,Q,5.4,Q,1.3,IQ,12,,,,,,,,15,,,,11/18/2025 12:00
gtmpcnut,gtmpcnut2.3,11/18/2025 14:30,2,3,,0.032,,0.061,,,,0.02,,0.019,,0.57,,,,4.4,,5,,1.3,U,8,I,,,,,74,Q,12,,,,11/18/2025 14:30
gtmpcnut,gtmpcnut2.4,11/18/2025 17:00,2,4,,0.032,,0.058,,,,0.024,,0.026,,0.55,,,,3.2,,3.7,,0.71,I,6,I,,,,,47,AQ,14,,,,11/18/2025 17:00
gtmpcnut,gtmpcnut2.5,11/18/2025 19:30,2,5,,0.033,,0.06,,,,0.021,,0.024,,0.62,,,,3.6,,4.6,,1.3,I,10,I,,,,,63,Q,13,,,,11/18/2025 19:30
gtmpcnut,gtmpcnut2.9,11/19/2025 5:30,2,9,,0.035,,0.057,,,,0.033,,0.031,,0.51,,,,3,,3.4,,0.63,U,3,U,,,,,74,Q,13,,,,11/19/2025 5:30
gtmpcnut,gtmpcnut2.11,11/19/2025 10:30,2,11,,0.028,,0.059,,,,0.013,,0.009,I,0.49,,,,6.3,,7,,0.91,U,8,I,,,,,97,Q,7.8,,,,11/19/2025 10:30
gtmfmnut,gtmfmnut1.1,12/3/2025 7:57,1,1,,0.016,,0.041,,0.024,,0.018,,0.004,I,0.33,I,0.29,I,2.7,,3.4,,0.93,I,11,,2,U,11,BQ,10,AQ,3.8,I,110,,12/3/2025 7:57
gtmfmnut,gtmfmnut1.2,12/3/2025 7:59,1,2,,0.016,,0.043,,0.024,,0.015,,0.003,I,0.35,I,0.33,I,2.5,,3.2,,0.96,I,16,,2.4,I,14,BQ,10,UQ,3.6,I,,,12/3/2025 7:59
gtmpcnut,gtmpcnut1.1,12/3/2025 10:48,1,1,,0.024,,0.055,,0.036,,0.008,,0.003,U,0.47,,0.37,I,3.3,,4.2,,1.4,I,14,,23,,58,BQ,20,Q,5.9,,107,,12/3/2025 10:48
gtmpcnut,gtmpcnut1.2,12/3/2025 10:52,1,2,,0.024,,0.054,,0.034,,0.009,,0.003,U,0.43,,0.46,,3.8,,4.5,,1.2,U,14,,23,A,75,BQ,10,Q,6.2,,,,12/3/2025 10:52
gtmpinut,gtmpinut1.1,12/3/2025 10:46,1,1,,0.029,,0.07,,0.04,,0.03,,0.012,,0.61,,0.41,,4.9,,6.5,,2.4,I,21,,28,,8,BQ,10,Q,9,,106,,12/3/2025 10:46
gtmpinut,gtmpinut1.2,12/3/2025 10:48,1,2,,0.031,,0.067,,0.039,,0.03,,0.013,,0.6,,0.4,,5.3,,7.1,,2.7,I,21,,27,,22,BQ,20,Q,7.9,,,,12/3/2025 10:48
gtmssnut,gtmssnut1.1,12/3/2025 9:10,1,1,,0.012,Q,0.038,,0.019,,0.017,,0.008,I,0.32,I,0.31,I,4.9,,5.8,,1.3,I,21,,2,U,25,BQ,30,Q,3.7,I,110,,12/3/2025 9:10
gtmssnut,gtmssnut1.2,12/3/2025 9:12,1,2,,0.011,,0.041,,0.021,,0.017,,0.008,I,0.3,I,0.29,I,4.8,,6.2,,1.9,I,22,,2,U,44,BQ,20,Q,3.6,I,,,12/3/2025 9:12
gtmpcnut,gtmpcnut2.1,12/16/2025 9:30,2,1,,0.019,Q,0.048,,0.034,,0.015,,0.003,I,0.4,,0.32,I,2.1,IQ,2.6,AQ,1.3,UQ,8,I,,,,,,,6.3,,,,12/16/2025 9:30
gtmpcnut,gtmpcnut2.10,12/17/2025 8:00,2,10,,0.022,,0.055,,,,0.016,,0.006,I,0.48,,,,3.4,,4,,1.3,U,11,,,,,,20,Q,7.7,,,,12/17/2025 8:00
gtmpcnut,gtmpcnut2.11,12/17/2025 10:30,2,11,,0.018,,0.046,,,,0.011,,0.004,I,0.39,I,,,2.4,,3.1,,1,I,14,,,,,,31,Q,5.8,,,,12/17/2025 10:30
gtmpcnut,gtmpcnut2.3,12/16/2025 14:30,2,3,,0.027,Q,0.055,,,,0.016,,0.008,I,0.41,,,,3.6,,4.3,,1.1,U,9,I,,,,,41,Q,7.3,,,,12/16/2025 14:30
gtmpcnut,gtmpcnut2.4,12/16/2025 17:00,2,4,,0.027,,0.066,,,,0.016,,0.008,I,0.47,,,,4.1,,5.4,,2,I,13,,,,,,85,AQ,8,,,,12/16/2025 17:00
gtmpcnut,gtmpcnut2.5,12/16/2025 19:30,2,5,,0.023,,0.06,,,,0.012,,0.008,I,0.39,I,,,3,,4.1,,1.6,I,10,,,,,,20,Q,7.7,,,,12/16/2025 19:30
gtmpcnut,gtmpcnut2.6,12/16/2025 22:00,2,6,,0.024,,0.054,,,,0.014,,0.007,I,0.39,I,,,2.4,,3.2,,1.2,I,8,I,,,,,10,Q,7.3,,,,12/16/2025 22:00
gtmpcnut,gtmpcnut2.7,12/17/2025 0:30,2,7,,0.023,,0.056,,,,0.016,,0.008,I,0.41,,,,3.6,,4.6,,1.4,I,11,,,,,,31,Q,7.5,,,,12/17/2025 0:30
gtmpcnut,gtmpcnut2.8,12/17/2025 3:00,2,8,,0.025,,0.056,,,,0.016,,0.01,I,0.42,,,,2.8,,3.7,,1.3,I,7,I,,,,,52,Q,7.5,,,,12/17/2025 3:00
gtmpcnut,gtmpcnut2.9,12/17/2025 5:30,2,9,,0.028,,0.057,,,,0.018,,0.01,,0.49,,,,2.4,,3.2,,1.2,I,6,I,,,,,75,Q,8.1,,,,12/17/2025 5:30
gtmpcnut,gtmpcnut2.2,12/16/2025 12:00,2,2,,0.026,Q,0.06,,,,0.016,,0.008,I,0.43,,,,3.2,,3.7,,1.1,U,10,I,,,,,,,7.5,,,,12/16/2025 12:00
